side,hex1,hex2,p,q,h,v,az_deg_left_positive,az_deg_ipsi,el_deg,dir_front,dir_left,dir_up,source,n_fit,zhao_right_lens_row,zhao_p,zhao_q,col_type,col_type_basis,marker_evidence,R7R8_bodyIds,reiser_OL_v1_column_type,pin_distal_x,pin_distal_y,pin_distal_z,pin_proximal_x,pin_proximal_y,pin_proximal_z,pin_dir_az_left_deg,pin_dir_el_deg,lamina_centroid_x,lamina_centroid_y,lamina_centroid_z
R,8,11,-8,-10,-3,-18,-69.29,69.29,-39.46,0.27307,-0.72218,-0.63552,zhao_uCT_match,1,124,-9.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5b"": 1}",R7p:179634;R8p:171951,pale,19396.0,47969.0,29592.0,24772.0,42404.0,34788.0,-46.0,-36.7,11171,49149,26040
R,8,12,-7,-10,-4,-17,-74.28,74.28,-37.39,0.2153,-0.76481,-0.60722,zhao_uCT_match,1,143,-8.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:176885;R8p:124853,pale,19533.0,47446.0,29044.0,24712.0,42001.0,34517.0,-43.4,-35.9,10751,48535,26260
R,8,13,-6,-10,-5,-16,-79.35,79.35,-35.36,0.15077,-0.8015,-0.57868,zhao_uCT_match,1,162,-7.0,-11.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:171852;R8_unclear:120506,unclear,19645.0,46545.0,28573.0,24523.0,41685.0,34089.0,-41.5,-33.4,10667,48167,26947
R,8,14,-5,-10,-6,-15,-84.46,84.46,-32.94,0.08103,-0.8353,-0.54379,zhao_uCT_match,1,182,-6.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:177304;R8p:122037,unclear,19721.0,45965.0,27995.0,24442.0,41435.0,33726.0,-39.5,-31.4,10543,47572,27414
R,8,15,-4,-10,-7,-14,-90.03,90.03,-30.46,-0.00044,-0.86197,-0.50697,zhao_uCT_match,1,202,-5.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:223132;R7y:208872,yellow,19811.0,45116.0,27373.0,24429.0,41000.0,33312.0,-37.9,-28.7,10255,47109,27855
R,8,16,-3,-10,-8,-13,-95.1,95.1,-28.57,-0.07803,-0.87478,-0.47819,zhao_uCT_match,1,222,-4.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:222271;R7y:17721,yellow,20152.0,44153.0,26850.0,24356.0,40660.0,32943.0,-34.6,-25.3,9996,46614,28154
R,8,17,-2,-10,-9,-12,-99.59,99.59,-26.68,-0.14879,-0.88107,-0.44897,zhao_uCT_match,1,243,-3.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:177235;R8p:199524,pale,20410.0,43491.0,26417.0,24250.0,40318.0,32721.0,-31.3,-23.3,9215,45952,28370
R,8,18,-1,-10,-10,-11,-104.35,104.35,-24.55,-0.22549,-0.88123,-0.41543,zhao_uCT_match,1,264,-2.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:179644;R8p:175231,pale,20421.0,42885.0,25936.0,24188.0,39875.0,32268.0,-30.7,-22.2,8556,45330,28557
R,8,19,0,-10,-11,-10,-109.59,109.59,-23.03,-0.30852,-0.86705,-0.39119,zhao_uCT_match,1,284,-1.0,-11.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:181612;R8_unclear:187660,unclear,20531.0,42270.0,25479.0,24082.0,39357.0,31832.0,-29.2,-21.8,8077,44616,28768
R,8,20,1,-10,-12,-9,-114.92,114.92,-21.66,-0.39165,-0.84282,-0.36914,zhao_uCT_match,1,303,0.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:167904;R8p:191865,pale,20886.0,41513.0,25170.0,24311.0,39014.0,31580.0,-28.1,-19.0,,,
R,8,21,2,-10,-13,-8,-120.19,120.19,-19.99,-0.47254,-0.8123,-0.34188,zhao_uCT_match,1,324,1.0,-11.0,unclear,,{},R7_unclear:199380;R8_unclear:193264,unclear,21177.0,40669.0,24790.0,24220.0,38490.0,31177.0,-25.5,-17.1,7488,43086,29305
R,8,22,3,-10,-14,-7,-125.12,125.12,-18.13,-0.54679,-0.77728,-0.31123,zhao_uCT_match,1,345,2.0,-11.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:149517;R8p:194886,unclear,21433.0,39847.0,24348.0,24221.0,37769.0,30749.0,-23.5,-16.6,6993,42354,29524
R,8,23,4,-10,-15,-6,-130.57,130.57,-16.57,-0.62341,-0.72804,-0.28517,zhao_uCT_match,1,362,3.0,-11.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1}",R7_unclear:553917;R8_unclear:188126,unclear,22065.0,39281.0,24178.0,24537.0,37293.0,30377.0,-21.7,-16.6,6316,41536,29682
R,8,24,5,-10,-16,-5,-137.78,137.78,-15.64,-0.71316,-0.64706,-0.26967,zhao_uCT_match,1,380,4.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:197717;R7y:198830,yellow,22509.0,38477.0,23976.0,24791.0,36562.0,29976.0,-20.8,-16.6,6773,40904,29851
R,8,25,6,-10,-17,-4,-145.41,145.41,-15.7,-0.79255,-0.54646,-0.27066,zhao_uCT_match,1,401,5.0,-11.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Tm5a"": 1}",R8y:201738;R7y:206627,yellow,22683.0,37576.0,23746.0,25203.0,35917.0,29547.0,-23.5,-14.7,6262,40166,30095
R,8,26,7,-10,-18,-3,-152.34,152.34,-15.26,-0.85446,-0.44792,-0.26319,extrapolated_local_linear,19,-1,,,unclear,,{},,yellow,23587.0,37173.0,23776.0,25741.0,35093.0,29057.0,-22.2,-20.0,6357,39659,30100
R,9,1,-18,-9,8,-27,7.22,-7.22,-57.43,0.534,0.06762,-0.84278,extrapolated_local_linear,15,-1,,,unclear,,{},,unclear,19936.0,51819.0,37958.0,24326.0,47273.0,39375.0,-72.1,-44.6,,,
R,9,2,-17,-9,7,-26,-3.2,3.2,-56.33,0.55353,-0.03098,-0.83226,zhao_uCT_match,1,2,-18.0,-10.0,unclear,,{},R7_unclear:181578;R8_unclear:213711,yellow,19782.0,51913.0,37030.0,24858.0,46475.0,38911.0,-69.7,-45.1,,,
R,9,3,-16,-9,6,-25,-11.86,11.86,-53.99,0.57541,-0.12086,-0.80889,zhao_uCT_match,1,8,-17.0,-10.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:224816;R8_unclear:172830,unclear,19387.0,51777.0,36067.0,24678.0,45922.0,38586.0,-64.5,-45.0,16333,52350,25190
R,9,4,-15,-9,5,-24,-19.32,19.32,-51.55,0.58675,-0.2057,-0.7832,zhao_uCT_match,1,18,-16.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:240706;R8p:201198,unclear,19242.0,51331.0,35137.0,24685.0,45566.0,38161.0,-60.9,-42.8,15654,52078,24545
R,9,5,-14,-9,4,-23,-26.65,26.65,-49.33,0.58243,-0.29227,-0.75852,zhao_uCT_match,1,29,-15.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R7p:197213;R8p:170836,pale,18864.0,50944.0,34242.0,24665.0,45163.0,37663.0,-59.5,-40.6,15194,51824,25224
R,9,6,-13,-9,3,-22,-33.56,33.56,-47.54,0.56257,-0.37319,-0.73772,zhao_uCT_match,1,42,-14.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:236656;R8p:162357,unclear,18993.0,50441.0,33540.0,24601.0,44744.0,37255.0,-56.5,-40.3,,,
R,9,7,-12,-9,2,-21,-40.0,40.0,-45.61,0.53592,-0.44962,-0.71459,zhao_uCT_match,1,57,-13.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:174749;R7y:239832,yellow,18843.0,49815.0,32734.0,24510.0,44288.0,36739.0,-54.8,-38.5,14212,50793,26485
R,9,8,-11,-9,1,-20,-46.26,46.26,-43.65,0.50026,-0.52281,-0.69022,zhao_uCT_match,1,73,-12.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:207216;R7y:230104,yellow,18659.0,49190.0,32130.0,24344.0,43685.0,36347.0,-53.4,-37.9,13614,50451,26327
R,9,9,-10,-9,0,-19,-51.63,51.63,-41.69,0.46355,-0.58553,-0.66504,zhao_uCT_match,1,92,-11.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:183195;R7y:200994,yellow,18597.0,48621.0,31467.0,24204.0,43118.0,35871.0,-51.9,-37.7,12970,49885,26069
R,9,10,-9,-9,-1,-18,-57.14,57.14,-39.03,0.42152,-0.65252,-0.62971,zhao_uCT_match,1,110,-10.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:184575;R7y:234642,yellow,18491.0,48030.0,30675.0,24044.0,42675.0,35552.0,-48.7,-35.9,12316,49258,26038
R,9,11,-8,-9,-2,-17,-63.31,63.31,-36.34,0.36182,-0.71963,-0.59264,zhao_uCT_match,1,130,-9.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:165272;R8p:529932,pale,18629.0,47534.0,30139.0,23973.0,42258.0,35218.0,-46.5,-35.6,11572,48742,25931
R,9,12,-7,-9,-3,-16,-68.57,68.57,-33.83,0.30349,-0.77326,-0.55674,zhao_uCT_match,1,150,-8.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:179569;R7y:175562,yellow,18665.0,46885.0,29416.0,23875.0,41883.0,34777.0,-44.2,-33.8,10907,48076,26064
R,9,13,-6,-9,-4,-15,-73.01,73.01,-31.97,0.24787,-0.81129,-0.52949,zhao_uCT_match,1,170,-7.0,-10.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:183196;R8_unclear:179722,unclear,18591.0,46266.0,28906.0,23827.0,41537.0,34514.0,-43.0,-31.6,10720,47644,26599
R,9,14,-5,-9,-5,-14,-78.08,78.08,-29.7,0.17946,-0.84986,-0.49551,zhao_uCT_match,1,189,-6.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:169694;R7y:169088,yellow,18532.0,45386.0,28131.0,23672.0,41165.0,34087.0,-40.8,-28.2,10502,47130,27051
R,9,15,-4,-9,-6,-13,-83.4,83.4,-27.2,0.10216,-0.88355,-0.45705,zhao_uCT_match,1,211,-5.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:225698;R8p:155153,unclear,18810.0,44533.0,27616.0,23689.0,40871.0,33733.0,-38.6,-25.1,10290,46674,27487
R,9,16,-3,-9,-7,-12,-88.7,88.7,-25.04,0.02051,-0.90578,-0.42325,zhao_uCT_match,1,232,-4.0,-10.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:219344;R8_unclear:156811,unclear,19072.0,43845.0,27076.0,23669.0,40542.0,33497.0,-35.6,-22.7,10269,46134,27895
R,9,17,-2,-9,-8,-11,-93.1,93.1,-23.47,-0.04957,-0.9159,-0.39834,zhao_uCT_match,1,251,-3.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:181424;R8p:185994,pale,19175.0,43171.0,26670.0,23511.0,40079.0,32975.0,-34.5,-22.0,10048,45523,28081
R,9,18,-1,-9,-9,-10,-97.36,97.36,-21.28,-0.11936,-0.92412,-0.36297,zhao_uCT_match,1,273,-2.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:184834;R8p:183019,pale,19386.0,42551.0,26282.0,23462.0,39749.0,32723.0,-32.3,-20.2,9920,44833,28376
R,9,19,0,-9,-10,-9,-102.12,102.12,-19.33,-0.19811,-0.9226,-0.33099,zhao_uCT_match,1,292,-1.0,-10.0,unclear,,{},R7_unclear:190047;R8_unclear:176590,unclear,19582.0,41941.0,25736.0,23334.0,39160.0,32392.0,-29.4,-20.0,7748,43891,28460
R,9,20,1,-9,-11,-8,-107.04,107.04,-17.99,-0.27874,-0.90934,-0.30888,zhao_uCT_match,1,313,0.0,-10.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:80266;R8_unclear:190676,unclear,19861.0,41256.0,25293.0,23426.0,38725.0,31892.0,-28.4,-18.6,7919,43270,28573
R,9,21,2,-9,-12,-7,-112.42,112.42,-16.58,-0.36555,-0.88599,-0.28528,zhao_uCT_match,1,332,1.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:182446;R7y:206687,yellow,20357.0,40415.0,25019.0,23470.0,38227.0,31636.0,-25.2,-16.7,7896,43261,28615
R,9,22,3,-9,-13,-6,-117.72,117.72,-14.89,-0.44959,-0.85546,-0.257,zhao_uCT_match,1,352,2.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:60378;R8p:188262,pale,20625.0,39628.0,24507.0,23512.0,37766.0,31261.0,-23.1,-14.2,7765,42029,28957
R,9,23,4,-9,-14,-5,-122.51,122.51,-13.22,-0.52326,-0.82091,-0.22869,zhao_uCT_match,1,372,3.0,-10.0,unclear,,{},R7_unclear:176445;R8_unclear:200269,yellow,20831.0,38765.0,24139.0,23527.0,37051.0,30892.0,-21.8,-13.3,7528,41392,29247
R,9,24,5,-9,-15,-4,-128.26,128.26,-11.97,-0.60577,-0.76812,-0.20747,zhao_uCT_match,1,392,4.0,-10.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:197361;R8p:192378,unclear,21297.0,38157.0,23944.0,23940.0,36517.0,30564.0,-21.8,-13.0,7611,40710,29253
R,9,25,6,-9,-16,-3,-135.24,135.24,-11.79,-0.69508,-0.68929,-0.20431,zhao_uCT_match,1,412,5.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:190791;R7y:187665,yellow,21618.0,37387.0,23684.0,24074.0,35816.0,30199.0,-20.7,-12.7,7479,40021,29295
R,9,26,7,-9,-17,-2,-143.52,143.52,-12.7,-0.7844,-0.57998,-0.21986,zhao_uCT_match,1,427,6.0,-10.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:131289;R7y:221145,yellow,22031.0,36468.0,23526.0,24364.0,35131.0,29729.0,-20.6,-11.4,6695,39142,29805
R,9,27,8,-9,-18,-1,-150.96,150.96,-11.19,-0.85768,-0.47616,-0.19404,zhao_uCT_match,1,446,7.0,-10.0,unclear,,"{""Dm8a"": 1, ""Tm5b"": 1}",R7_unclear:189939;R8_unclear:207755,unclear,23081.0,36047.0,23526.0,24813.0,34712.0,29419.0,-16.4,-12.3,5845,37931,30119
R,9,28,9,-9,-19,0,-158.46,158.46,-10.22,-0.91541,-0.3613,-0.17742,extrapolated_local_linear,17,-1,,,unclear,,{},,unclear,23630.0,35311.0,23541.0,25364.0,34074.0,28966.0,-17.7,-12.3,6316,38628,30180
R,10,1,-18,-8,9,-26,7.14,-7.14,-52.53,0.60358,0.07558,-0.79372,extrapolated_local_linear,16,-1,,,unclear,,{},,unclear,18851.0,51545.0,38435.0,23502.0,47563.0,40019.0,-71.2,-39.0,17505,51977,25585
R,10,2,-17,-8,8,-25,-1.67,1.67,-51.04,0.62852,-0.01838,-0.77758,zhao_uCT_match,1,6,-18.0,-9.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:181043;R7y:159120,yellow,18699.0,51636.0,37330.0,23946.0,46682.0,39570.0,-66.9,-41.0,17119,51907,25225
R,10,3,-16,-8,7,-24,-9.97,9.97,-49.32,0.64195,-0.11282,-0.7584,zhao_uCT_match,1,14,-17.0,-9.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:185848;R8_unclear:188713,unclear,18664.0,51457.0,36326.0,24043.0,45991.0,38992.0,-63.6,-42.3,16576,51925,24486
R,10,4,-15,-8,6,-23,-16.78,16.78,-47.39,0.64822,-0.19543,-0.73595,zhao_uCT_match,1,23,-16.0,-9.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:203836;R7y:174586,yellow,18355.0,51247.0,35306.0,23915.0,45482.0,38435.0,-60.6,-42.1,16089,51678,24360
R,10,5,-14,-8,5,-22,-23.28,23.28,-45.65,0.64219,-0.27628,-0.71503,zhao_uCT_match,1,35,-15.0,-9.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:218598;R7y:190231,yellow,18188.0,50593.0,34537.0,23839.0,45008.0,38001.0,-58.5,-40.1,15447,51377,24153
R,10,6,-13,-8,4,-21,-29.88,29.88,-43.69,0.62697,-0.36016,-0.69079,zhao_uCT_match,1,49,-14.0,-9.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:230050;R8p:188862,pale,17961.0,50093.0,33797.0,23833.0,44561.0,37575.0,-57.2,-38.4,15114,51038,25476
R,10,7,-12,-8,3,-20,-35.99,35.99,-41.87,0.60248,-0.43761,-0.66747,zhao_uCT_match,1,65,-13.0,-9.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:206597;R8_unclear:257464,unclear,17800.0,49501.0,33116.0,23774.0,44154.0,37085.0,-56.4,-36.7,14576,50507,26109
R,10,8,-11,-8,2,-19,-41.81,41.81,-40.14,0.56979,-0.5097,-0.64463,zhao_uCT_match,1,83,-12.0,-9.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:195284;R8_unclear:195277,unclear,17751.0,48885.0,32551.0,23555.0,43596.0,36639.0,-54.8,-36.7,13854,50187,25799
R,10,9,-10,-8,1,-18,-46.97,46.97,-38.43,0.53452,-0.57263,-0.6216,zhao_uCT_match,1,99,-11.0,-9.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:179691;R8_unclear:192091,unclear,17522.0,48267.0,31685.0,23452.0,42947.0,36256.0,-52.4,-35.4,13302,49708,25746
R,10,10,-9,-8,0,-17,-52.21,52.21,-35.91,0.49633,-0.6401,-0.58645,zhao_uCT_match,1,118,-10.0,-9.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:208419;R8_unclear:198954,unclear,17311.0,47770.0,30991.0,23331.0,42472.0,35818.0,-51.3,-34.5,12786,49105,25795
R,10,11,-8,-8,-1,-16,-57.7,57.7,-33.32,0.44649,-0.70637,-0.54926,zhao_uCT_match,1,135,-9.0,-9.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:216792;R7y:175276,yellow,17548.0,46978.0,30463.0,23244.0,42083.0,35493.0,-48.6,-32.8,12175,48485,25790
R,10,12,-7,-8,-2,-15,-63.18,63.18,-30.67,0.38805,-0.76762,-0.51008,zhao_uCT_match,1,157,-8.0,-9.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:160181;R8p:168122,pale,17694.0,46543.0,29790.0,23318.0,41799.0,35176.0,-46.2,-31.4,11243,47995,25816
R,10,13,-6,-8,-3,-14,-67.91,67.91,-28.63,0.33006,-0.81331,-0.47915,zhao_uCT_match,1,177,-7.0,-9.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:185284;R7y:122524,yellow,17632.0,45690.0,29269.0,23120.0,41387.0,34788.0,-44.8,-28.9,10780,47219,26136
R,10,14,-5,-8,-4,-13,-72.5,72.5,-26.64,0.26871,-0.85248,-0.4484,zhao_uCT_match,1,196,-6.0,-9.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:177356;R7y:191575,yellow,17887.0,44885.0,28671.0,22976.0,41005.0,34507.0,-41.1,-26.6,10538,46741,26611
R,10,15,-4,-8,-5,-12,-77.46,77.46,-24.16,0.19804,-0.89068,-0.40924,zhao_uCT_match,1,217,-5.0,-9.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:150230;R8_unclear:176282,unclear,17926.0,44169.0,27963.0,22871.0,40593.0,34209.0,-38.4,-24.2,10274,46256,26921
R,10,16,-3,-8,-6,-11,-82.53,82.53,-21.9,0.12062,-0.91997,-0.37297,zhao_uCT_match,1,239,-4.0,-9.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1}",R8y:188019;R7y:178815,yellow,18343.0,43454.0,27592.0,22850.0,40247.0,33824.0,-35.9,-22.6,10113,45766,27330
R,10,17,-2,-8,-7,-10,-87.43,87.43,-20.14,0.04206,-0.93793,-0.34426,zhao_uCT_match,1,260,-3.0,-9.0,yellow?,Dm8a/Tm5a home,"{""Tm5a"": 1}",R7_unclear:92443;R8_unclear:178085,unclear,18188.0,42850.0,26875.0,22906.0,39889.0,33435.0,-35.7,-20.1,9992,45123,27684
R,10,18,-1,-8,-8,-9,-91.56,91.56,-18.37,-0.02587,-0.94867,-0.31521,zhao_uCT_match,1,280,-2.0,-9.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:193756;R8_unclear:185450,unclear,18402.0,42106.0,26389.0,22666.0,39203.0,32928.0,-33.1,-20.4,9858,44435,27965
R,10,19,0,-8,-9,-8,-95.87,95.87,-16.05,-0.09828,-0.95599,-0.27646,zhao_uCT_match,1,301,-1.0,-9.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:185914;R7y:194507,yellow,18558.0,41433.0,25930.0,22615.0,38818.0,32733.0,-30.8,-18.3,,,
R,10,20,1,-8,-10,-7,-100.54,100.54,-14.42,-0.17717,-0.95216,-0.24901,zhao_uCT_match,1,322,0.0,-9.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:186695;R8_unclear:184570,unclear,18866.0,40751.0,25494.0,22572.0,38311.0,32479.0,-27.9,-17.1,8173,42858,28178
R,10,21,2,-8,-11,-6,-105.42,105.42,-12.99,-0.25901,-0.93934,-0.22483,zhao_uCT_match,1,344,1.0,-9.0,unclear,,{},R7_unclear:135626;R8_unclear:175744,yellow,19345.0,40021.0,25176.0,22645.0,37823.0,31895.0,-26.2,-16.4,7796,42241,28276
R,10,22,3,-8,-12,-5,-110.76,110.76,-11.24,-0.3477,-0.91713,-0.19486,zhao_uCT_match,1,363,2.0,-9.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5b"": 1}",R7p:223651;R8p:152620,pale,19509.0,39199.0,24765.0,22657.0,37509.0,31691.0,-24.4,-12.5,7906,41553,28523
R,10,23,4,-8,-13,-4,-115.49,115.49,-9.7,-0.42426,-0.88974,-0.16843,zhao_uCT_match,1,383,3.0,-9.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:178601;R8_unclear:136604,unclear,19689.0,38486.0,24242.0,22713.0,36714.0,31278.0,-23.3,-13.0,7639,40933,28678
R,10,24,5,-8,-14,-3,-120.68,120.68,-8.47,-0.50462,-0.85068,-0.14731,zhao_uCT_match,1,404,4.0,-9.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R7_unclear:158327;R8_unclear:185040,unclear,20222.0,37649.0,23931.0,22778.0,36044.0,31030.0,-19.8,-12.0,7585,40142,28728
R,10,25,6,-8,-15,-2,-126.72,126.72,-7.39,-0.59297,-0.79488,-0.12868,zhao_uCT_match,1,424,5.0,-9.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:179815;R8_unclear:184585,unclear,20590.0,36839.0,23687.0,23124.0,35625.0,30735.0,-19.8,-9.2,7584,39339,28940
R,10,26,7,-8,-16,-1,-133.54,133.54,-7.16,-0.68343,-0.7193,-0.12461,zhao_uCT_match,1,442,6.0,-9.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:162942;R8p:188427,unclear,21114.0,36118.0,23529.0,23394.0,34854.0,30355.0,-18.5,-10.0,7341,38737,29223
R,10,27,8,-8,-17,0,-141.1,141.1,-6.86,-0.77267,-0.62348,-0.11943,zhao_uCT_match,1,460,7.0,-9.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:151738;R8p:185821,unclear,21724.0,35228.0,23393.0,23808.0,34200.0,29764.0,-18.1,-8.7,7157,37637,29439
R,10,28,9,-8,-18,1,-149.79,149.79,-6.37,-0.85886,-0.50005,-0.11095,zhao_uCT_match,1,477,8.0,-9.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:220469;R8_unclear:244865,unclear,22497.0,34807.0,23471.0,24424.0,33597.0,29408.0,-18.0,-11.0,5667,36731,30119
R,10,29,10,-8,-19,2,-158.0,158.0,-6.34,-0.92149,-0.37235,-0.11049,extrapolated_local_linear,18,-1,,,unclear,,{},,unclear,23029.0,34032.0,23528.0,24946.0,32968.0,28970.0,-19.4,-10.4,5930,36154,30202
R,11,1,-18,-7,10,-25,7.15,-7.15,-47.88,0.66542,0.08346,-0.74179,extrapolated_local_linear,15,-1,,,unclear,,{},,unclear,18047.0,51135.0,38785.0,22542.0,47461.0,40614.0,-67.9,-37.1,17804,51422,25604
R,11,2,-17,-7,9,-24,-0.46,0.46,-46.58,0.68732,-0.0055,-0.72634,zhao_uCT_match,1,12,-18.0,-8.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:200097;R7y:164547,yellow,18085.0,51249.0,37745.0,23161.0,46658.0,40061.0,-65.5,-39.4,17318,51449,24835
R,11,3,-16,-7,8,-23,-8.07,8.07,-45.35,0.69585,-0.09861,-0.71138,zhao_uCT_match,1,17,-17.0,-8.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:140234;R7y:175461,yellow,17794.0,51237.0,36550.0,23409.0,46029.0,39603.0,-61.5,-39.2,16856,51330,24496
R,11,4,-15,-7,7,-22,-14.53,14.53,-43.64,0.70055,-0.1816,-0.6901,zhao_uCT_match,1,28,-16.0,-8.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:173429;R8_unclear:160698,unclear,17676.0,50841.0,35813.0,23298.0,45408.0,38957.0,-60.8,-40.1,16314,51058,24080
