side,hex1,hex2,p,q,h,v,az_deg_left_positive,az_deg_ipsi,el_deg,dir_front,dir_left,dir_up,source,n_fit,zhao_right_lens_row,zhao_p,zhao_q,col_type,col_type_basis,marker_evidence,R7R8_bodyIds,reiser_OL_v1_column_type,pin_distal_x,pin_distal_y,pin_distal_z,pin_proximal_x,pin_proximal_y,pin_proximal_z,pin_dir_az_left_deg,pin_dir_el_deg,lamina_centroid_x,lamina_centroid_y,lamina_centroid_z
R,11,5,-14,-7,6,-21,-20.53,20.53,-41.84,0.69772,-0.26128,-0.66702,zhao_uCT_match,1,40,-15.0,-8.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1}",R8y:272456;R7y:173491,yellow,17138.0,50173.0,35046.0,22964.0,44932.0,38523.0,-59.2,-37.7,15739,50797,24130
R,11,6,-13,-7,5,-20,-26.47,26.47,-40.25,0.68321,-0.34021,-0.64613,zhao_uCT_match,1,54,-14.0,-8.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:318691;R8_unclear:298091,yellow,16721.0,49750.0,34143.0,23039.0,44499.0,37997.0,-58.6,-35.4,15229,50475,24698
R,11,7,-12,-7,4,-19,-32.53,32.53,-38.42,0.66056,-0.42128,-0.62144,zhao_uCT_match,1,70,-13.0,-8.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5a"": 1}",R7p:348116;R8p:216254,unclear,16597.0,49365.0,33523.0,23027.0,44051.0,37529.0,-58.1,-35.0,,,
R,11,8,-11,-7,3,-18,-38.12,38.12,-36.3,0.63399,-0.49754,-0.59204,zhao_uCT_match,1,87,-12.0,-8.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:190876;R8_unclear:200109,unclear,16590.0,48717.0,32872.0,22755.0,43574.0,37129.0,-55.4,-34.5,,,
R,11,9,-10,-7,2,-17,-43.03,43.03,-34.61,0.60164,-0.56167,-0.56794,zhao_uCT_match,1,106,-11.0,-8.0,yellow?,Dm8a/Tm5a home,"{""Tm5a"": 1}",R7_unclear:184463;R8_unclear:194774,yellow,16524.0,48138.0,32200.0,22594.0,42938.0,36629.0,-53.9,-34.7,13346,49116,25582
R,11,10,-9,-7,1,-16,-47.86,47.86,-32.51,0.56585,-0.62533,-0.53737,zhao_uCT_match,1,123,-10.0,-8.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:181992;R8p:190626,pale,16547.0,47424.0,31389.0,22529.0,42373.0,36274.0,-50.8,-33.2,12847,48513,25759
R,11,11,-8,-7,0,-15,-53.18,53.18,-30.0,0.51906,-0.69321,-0.50003,zhao_uCT_match,1,142,-9.0,-8.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:183627;R8_unclear:176548,unclear,16294.0,46656.0,30740.0,22413.0,41921.0,35883.0,-50.0,-30.6,11894,47926,25523
R,11,12,-7,-7,-1,-14,-58.17,58.17,-27.57,0.46751,-0.75316,-0.46279,zhao_uCT_match,1,163,-8.0,-8.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:179992;R8p:179020,pale,16384.0,45847.0,30115.0,22567.0,41544.0,35518.0,-48.9,-27.7,11142,47403,25667
R,11,13,-6,-7,-2,-13,-63.03,63.03,-25.37,0.40984,-0.80525,-0.4285,zhao_uCT_match,1,183,-7.0,-8.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5b"": 1}",R7p:175093;R8p:185012,unclear,16532.0,45219.0,29509.0,22424.0,41098.0,35238.0,-45.8,-26.6,10924,46727,25938
R,11,14,-5,-7,-3,-12,-67.69,67.69,-23.33,0.34852,-0.84952,-0.39603,zhao_uCT_match,1,204,-6.0,-8.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:171254;R8p:181509,pale,16686.0,44440.0,28859.0,22234.0,40632.0,34875.0,-42.7,-25.0,10527,46213,26126
R,11,15,-4,-7,-4,-11,-72.3,72.3,-21.31,0.28319,-0.88752,-0.36347,zhao_uCT_match,1,223,-5.0,-8.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:220387;R8_unclear:168230,unclear,16991.0,43769.0,28264.0,22263.0,40304.0,34537.0,-40.0,-22.9,10349,45767,26528
R,11,16,-3,-7,-5,-10,-77.03,77.03,-19.23,0.21196,-0.92008,-0.32944,zhao_uCT_match,1,244,-4.0,-8.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:154970;R7y:161375,yellow,17006.0,43040.0,27674.0,22183.0,39867.0,34104.0,-38.8,-21.0,10258,45256,27059
R,11,17,-2,-7,-6,-9,-82.09,82.09,-17.04,0.13163,-0.94699,-0.29307,zhao_uCT_match,1,267,-3.0,-8.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:200329;R8_unclear:202662,unclear,17301.0,42290.0,27231.0,22185.0,39396.0,33666.0,-37.2,-19.7,9938,44695,27302
R,11,18,-1,-7,-7,-8,-86.56,86.56,-15.43,0.05788,-0.96223,-0.26601,zhao_uCT_match,1,288,-2.0,-8.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:194093;R7y:168685,yellow,17428.0,41650.0,26664.0,22135.0,38991.0,33369.0,-35.1,-18.0,9848,44039,27539
R,11,19,0,-7,-8,-7,-90.61,90.61,-13.36,-0.01041,-0.97287,-0.23112,zhao_uCT_match,1,309,-1.0,-8.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:160256;R8p:178464,pale,17700.0,40955.0,26181.0,22012.0,38393.0,33007.0,-32.3,-17.6,,,
R,11,20,1,-7,-9,-6,-95.03,95.03,-11.26,-0.08591,-0.97698,-0.19526,zhao_uCT_match,1,331,0.0,-8.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:168062;R8_unclear:182354,unclear,17957.0,40310.0,25718.0,21924.0,37793.0,32709.0,-29.6,-17.4,8219,42464,27778
R,11,21,2,-7,-10,-5,-99.42,99.42,-9.51,-0.16137,-0.97296,-0.16527,zhao_uCT_match,1,354,1.0,-8.0,unclear,,{},R7_unclear:188141;R8_unclear:176261,unclear,18098.0,39533.0,25307.0,21915.0,37245.0,32222.0,-28.9,-16.2,7947,41747,27973
R,11,22,3,-7,-11,-4,-104.28,104.28,-7.76,-0.2444,-0.96023,-0.13498,zhao_uCT_match,1,375,2.0,-8.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R7_unclear:189730;R8_unclear:183887,yellow,18570.0,38780.0,24965.0,21861.0,36695.0,31827.0,-25.6,-15.3,7766,40911,27973
R,11,23,4,-7,-12,-3,-109.26,109.26,-6.47,-0.32771,-0.93805,-0.11261,zhao_uCT_match,1,395,3.0,-8.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:175900;R8p:177676,pale,18749.0,37995.0,24543.0,22165.0,36309.0,31548.0,-26.0,-12.2,7892,40261,28168
R,11,24,5,-7,-13,-2,-113.89,113.89,-5.03,-0.40336,-0.91084,-0.08764,zhao_uCT_match,1,416,4.0,-8.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:181967;R7y:151977,yellow,19129.0,37171.0,24155.0,22119.0,35527.0,31271.0,-22.8,-12.0,7608,39458,28384
R,11,25,6,-7,-14,-1,-119.2,119.2,-3.7,-0.48678,-0.87113,-0.06459,zhao_uCT_match,1,437,5.0,-8.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:157200;R8p:173953,pale,19506.0,36402.0,23800.0,22268.0,34851.0,31038.0,-20.9,-11.3,7605,38389,28679
R,11,26,7,-7,-15,0,-125.53,125.53,-2.65,-0.58045,-0.81298,-0.04622,zhao_uCT_match,1,458,6.0,-8.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:217398;R8p:171685,unclear,19928.0,35457.0,23562.0,22600.0,34294.0,30697.0,-20.5,-8.7,7458,37685,28808
R,11,27,8,-7,-16,1,-132.32,132.32,-2.31,-0.67279,-0.73874,-0.04027,zhao_uCT_match,1,475,7.0,-8.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1}",R7_unclear:154095;R8_unclear:177915,unclear,20637.0,34858.0,23367.0,22805.0,33675.0,30399.0,-17.1,-9.1,7384,36783,28973
R,11,28,9,-7,-17,2,-140.31,140.31,-2.3,-0.76894,-0.63806,-0.04011,zhao_uCT_match,1,493,8.0,-8.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:182805;R7y:136304,yellow,21119.0,34035.0,23362.0,23283.0,33086.0,29798.0,-18.6,-8.0,7225,36073,29148
R,11,29,10,-7,-18,3,-150.7,150.7,-2.07,-0.8715,-0.48906,-0.03613,zhao_uCT_match,1,507,9.0,-8.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 2, ""Tm5b"": 1}",R7_unclear:230279;R8_unclear:209679,unclear,21779.0,33474.0,23448.0,23871.0,32441.0,29446.0,-19.2,-9.2,5555,35320,30127
R,11,30,11,-7,-19,4,-157.97,157.97,-3.2,-0.92554,-0.37452,-0.05582,extrapolated_local_linear,18,-1,,,unclear,,{},,unclear,22802.0,32260.0,24270.0,24223.0,31167.0,29240.0,-16.0,-11.9,5529,34618,30388
R,12,1,-18,-6,11,-24,7.94,-7.94,-43.48,0.71871,0.10027,-0.68804,extrapolated_local_linear,14,-1,,,unclear,,{},,unclear,17366.0,50655.0,39076.0,21615.0,47313.0,41149.0,-64.0,-35.3,,,
R,12,2,-17,-6,10,-23,0.45,-0.45,-42.84,0.73328,0.00571,-0.6799,zhao_uCT_match,1,16,-18.0,-7.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",R7_unclear:189761;R8_unclear:207176,yellow,17287.0,50771.0,38220.0,22351.0,46639.0,40662.0,-64.3,-36.3,17600,50917,25234
R,12,3,-16,-6,9,-22,-5.94,5.94,-41.5,0.74489,-0.0775,-0.66267,zhao_uCT_match,1,25,-17.0,-7.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:280106;R7y:225910,yellow,16915.0,50885.0,36955.0,22686.0,45812.0,39966.0,-62.4,-37.9,17130,50762,24228
R,12,4,-15,-6,8,-21,-12.44,12.44,-40.31,0.74469,-0.16433,-0.64687,zhao_uCT_match,1,36,-16.0,-7.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5b"": 1}",R7_unclear:196908;R7p:208049;R8p:202322,unclear,16567.0,50314.0,36178.0,22724.0,45433.0,39380.0,-62.5,-35.1,16609,50533,24123
R,12,5,-14,-6,7,-20,-18.01,18.01,-38.7,0.74222,-0.24137,-0.62518,zhao_uCT_match,1,47,-15.0,-7.0,unclear,,"{""Tm5a"": 1, ""Tm5b"": 1}",R7_unclear:285915;R8_unclear:289268,yellow,15883.0,50127.0,35170.0,22529.0,44913.0,39004.0,-60.0,-34.2,16001,50203,23949
R,12,6,-13,-6,6,-19,-23.61,23.61,-36.89,0.73283,-0.32033,-0.60029,zhao_uCT_match,1,61,-14.0,-7.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:500103;R8p:417677,pale,16031.0,49530.0,34517.0,22336.0,44365.0,38442.0,-58.1,-34.8,15406,49882,24204
R,12,7,-12,-6,5,-18,-29.37,29.37,-35.1,0.71298,-0.4013,-0.57499,zhao_uCT_match,1,76,-13.0,-7.0,yellow?,Dm8a/Tm5a home,"{""Tm5a"": 1}",R7_unclear:251270;R8_unclear:305056,unclear,15743.0,48902.0,33815.0,22187.0,43840.0,37999.0,-57.0,-33.4,,,
R,12,8,-11,-6,4,-17,-34.8,34.8,-33.03,0.68844,-0.47851,-0.54505,zhao_uCT_match,1,93,-12.0,-7.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:336527;R7y:246311,yellow,15715.0,48296.0,33204.0,22136.0,43309.0,37407.0,-56.8,-33.0,,,
R,12,9,-10,-6,3,-16,-39.43,39.43,-31.02,0.66201,-0.54427,-0.51528,zhao_uCT_match,1,111,-11.0,-7.0,unclear,,{},R7_unclear:193278;R8_unclear:208170,unclear,15694.0,47740.0,32467.0,21959.0,42815.0,36982.0,-54.2,-32.5,13394,48663,25648
R,12,10,-9,-6,2,-15,-43.98,43.98,-29.07,0.62897,-0.60688,-0.48589,zhao_uCT_match,1,132,-10.0,-7.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:212519;R7y:200064,yellow,15593.0,47045.0,31972.0,21736.0,42201.0,36578.0,-53.1,-32.2,12751,48019,25455
R,12,11,-8,-6,1,-14,-48.71,48.71,-26.84,0.58882,-0.67041,-0.45149,zhao_uCT_match,1,151,-9.0,-7.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:184391;R8_unclear:188934,unclear,15487.0,46427.0,31317.0,21800.0,41775.0,36288.0,-51.8,-30.1,12288,47567,25464
R,12,12,-7,-6,0,-13,-53.63,53.63,-24.61,0.53919,-0.73204,-0.4164,zhao_uCT_match,1,172,-8.0,-7.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:188341;R8_unclear:177390,unclear,15407.0,45704.0,30556.0,21760.0,41276.0,35840.0,-50.2,-28.2,11361,47031,25471
R,12,13,-6,-6,-1,-12,-58.38,58.38,-22.35,0.48488,-0.78757,-0.3803,zhao_uCT_match,1,192,-7.0,-7.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:545389;R8p:545388,pale,15598.0,44912.0,29987.0,21697.0,40767.0,35488.0,-48.0,-26.8,11055,46410,25538
R,12,14,-5,-6,-2,-11,-62.99,62.99,-20.24,0.42604,-0.83594,-0.34598,zhao_uCT_match,1,212,-6.0,-7.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:185164;R7y:193987,yellow,15742.0,44171.0,29212.0,21668.0,40353.0,35174.0,-44.8,-24.4,10652,45792,25746
R,12,15,-4,-6,-3,-10,-67.44,67.44,-18.24,0.36431,-0.87709,-0.31303,zhao_uCT_match,1,234,-5.0,-7.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:179124;R8_unclear:174285,unclear,15954.0,43489.0,28696.0,21620.0,39926.0,34733.0,-43.2,-23.3,10281,45325,26078
R,12,16,-3,-6,-4,-9,-71.96,71.96,-16.23,0.29731,-0.91297,-0.27944,zhao_uCT_match,1,254,-4.0,-7.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:170626;R8p:186310,unclear,16085.0,42722.0,28094.0,21550.0,39441.0,34405.0,-40.9,-21.5,10147,44798,26599
R,12,17,-2,-6,-5,-8,-76.66,76.66,-14.2,0.22372,-0.94326,-0.24536,zhao_uCT_match,1,276,-3.0,-7.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:169774;R8_unclear:188291,unclear,16165.0,42069.0,27544.0,21558.0,39100.0,34025.0,-39.8,-19.4,10030,44175,26954
R,12,18,-1,-6,-6,-7,-81.36,81.36,-12.25,0.14681,-0.96616,-0.2121,zhao_uCT_match,1,299,-2.0,-7.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:189891;R7y:172955,yellow,16348.0,41336.0,26958.0,21517.0,38446.0,33688.0,-37.5,-18.8,9835,43553,27155
R,12,19,0,-6,-7,-6,-85.65,85.65,-10.48,0.07451,-0.98051,-0.18181,zhao_uCT_match,1,320,-1.0,-7.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:165894;R7y:162832,yellow,16726.0,40671.0,26511.0,21438.0,38000.0,33423.0,-34.3,-17.7,,,
R,12,20,1,-6,-8,-5,-89.93,89.93,-8.53,0.00129,-0.98894,-0.14829,zhao_uCT_match,1,342,0.0,-7.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:181001;R7y:192904,yellow,16811.0,39842.0,26061.0,21359.0,37388.0,32993.0,-33.3,-16.5,8854,42111,27677
R,12,21,2,-6,-9,-4,-94.39,94.39,-6.67,-0.07595,-0.99032,-0.1162,zhao_uCT_match,1,365,1.0,-7.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:164234;R7y:158889,yellow,17117.0,38946.0,25628.0,21367.0,36892.0,32676.0,-31.1,-14.0,8604,41334,27652
R,12,22,3,-6,-10,-3,-98.79,98.79,-4.72,-0.15229,-0.98491,-0.08228,zhao_uCT_match,1,386,2.0,-7.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:157459;R7y:189519,yellow,17555.0,38142.0,25172.0,21322.0,36296.0,32240.0,-28.1,-13.0,8086,40388,27603
R,12,23,4,-6,-11,-2,-103.16,103.16,-3.28,-0.22734,-0.97213,-0.05722,zhao_uCT_match,1,407,3.0,-7.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:159591;R8p:192314,pale,17892.0,37363.0,24769.0,21401.0,35747.0,31811.0,-26.5,-11.6,7752,39567,27795
R,12,24,5,-6,-12,-1,-107.51,107.51,-1.94,-0.30069,-0.95312,-0.03393,zhao_uCT_match,1,430,4.0,-7.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:181797;R8_unclear:182263,unclear,18220.0,36568.0,24352.0,21457.0,35104.0,31622.0,-24.0,-10.4,7644,38735,28227
R,12,25,6,-6,-13,0,-112.49,112.49,-0.61,-0.38249,-0.9239,-0.01063,zhao_uCT_match,1,451,5.0,-7.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:185421;R7y:152437,yellow,18623.0,35797.0,24035.0,21582.0,34530.0,31342.0,-22.0,-9.1,7604,37841,28150
R,12,26,7,-6,-14,1,-118.43,118.43,0.6,-0.47602,-0.87938,0.01043,zhao_uCT_match,1,471,6.0,-7.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:158684;R8_unclear:180334,unclear,18859.0,34739.0,23753.0,21722.0,33866.0,31061.0,-21.4,-6.3,7574,37047,28356
R,12,27,8,-6,-15,2,-125.02,125.02,1.08,-0.57371,-0.81884,0.01877,zhao_uCT_match,1,490,7.0,-7.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:182414;R8_unclear:175286,unclear,19510.0,33993.0,23559.0,21997.0,33132.0,30741.0,-19.1,-6.5,7370,36204,28510
R,12,28,9,-6,-16,3,-132.03,132.03,1.05,-0.66936,-0.74271,0.01839,zhao_uCT_match,1,508,8.0,-7.0,yellow?,Dm8a/Tm5a home,"{""Tm5a"": 1}",R7_unclear:188192;R8_unclear:167213,yellow,20142.0,33298.0,23366.0,22444.0,32586.0,30474.0,-17.9,-5.4,7270,35322,28706
R,12,29,10,-6,-17,4,-140.12,140.12,0.89,-0.76732,-0.64108,0.01552,zhao_uCT_match,1,521,9.0,-7.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:193907;R7y:149122,yellow,20934.0,32601.0,23437.0,23040.0,31869.0,29728.0,-18.5,-6.3,7225,34799,29105
R,12,30,11,-6,-18,5,-149.81,149.81,-0.52,-0.86436,-0.50279,-0.00912,zhao_uCT_match,1,533,10.0,-7.0,unclear,,"{""Dm8a"": 1, ""Tm5b"": 1}",R7_unclear:190367;R8_unclear:197753,unclear,21625.0,31379.0,23525.0,23708.0,31114.0,29440.0,-19.4,-2.4,5786,34013,30153
R,12,31,12,-6,-19,6,-158.27,158.27,-0.25,-0.92894,-0.3702,-0.00439,extrapolated_local_linear,18,-1,,,unclear,,{},,unclear,22029.0,30310.0,23521.0,24162.0,30129.0,29087.0,-21.0,-1.7,5859,33414,30431
R,13,1,-18,-5,12,-23,9.97,-9.97,-39.9,0.75561,0.13279,-0.64142,extrapolated_local_linear,13,-1,,,unclear,,{},,unclear,16758.0,50468.0,39187.0,21109.0,47135.0,41393.0,-63.1,-34.3,17989,50078,25027
R,13,2,-17,-5,11,-22,2.78,-2.78,-38.65,0.78007,0.03793,-0.62455,zhao_uCT_match,1,27,-18.0,-6.0,unclear,,{},R7_unclear:507689;R8_unclear:305390,yellow,16476.0,50366.0,38622.0,21474.0,46554.0,41151.0,-63.2,-34.2,17553,50243,26051
R,13,3,-16,-5,10,-21,-3.49,3.49,-37.85,0.78815,-0.04804,-0.61361,zhao_uCT_match,1,34,-17.0,-6.0,unclear,,{},R7_unclear:184164;R8_unclear:500022,yellow,16247.0,50331.0,37532.0,21927.0,46001.0,40628.0,-61.4,-33.8,17326,50131,24497
R,13,4,-15,-5,9,-20,-9.74,9.74,-36.63,0.79093,-0.13572,-0.59666,zhao_uCT_match,1,41,-16.0,-6.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R8_unclear:159789,unclear,15896.0,50199.0,36551.0,21988.0,45307.0,40007.0,-60.4,-34.9,16772,49917,23969
R,13,5,-14,-5,8,-19,-15.2,15.2,-35.39,0.78668,-0.21372,-0.57919,zhao_uCT_match,1,55,-15.0,-6.0,unclear,,{},R7_unclear:391173;R8_unclear:246922,unclear,15277.0,49625.0,35807.0,21820.0,44839.0,39618.0,-59.8,-32.3,16108,49558,23910
R,13,6,-13,-5,7,-18,-20.51,20.51,-33.62,0.77995,-0.29169,-0.55371,zhao_uCT_match,1,69,-14.0,-6.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:330877;R8_unclear:500029,pale,15216.0,49322.0,34836.0,21678.0,44238.0,38996.0,-57.2,-33.5,15532,49239,23984
R,13,7,-12,-5,6,-17,-26.04,26.04,-31.73,0.76426,-0.37334,-0.52585,zhao_uCT_match,1,85,-13.0,-6.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:1019617211;R7R8_unclear:500090;R8_unclear:401771,unclear,14903.0,48605.0,34282.0,21599.0,43626.0,38432.0,-58.2,-32.3,,,
R,13,8,-11,-5,5,-16,-31.35,31.35,-29.82,0.74093,-0.45131,-0.49734,zhao_uCT_match,1,102,-12.0,-6.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R8_unclear:347656,yellow,14836.0,48098.0,33455.0,21435.0,42999.0,37873.0,-56.2,-32.7,,,
R,13,9,-10,-5,4,-15,-35.87,35.87,-28.0,0.71551,-0.51735,-0.46946,zhao_uCT_match,1,120,-11.0,-6.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:291433;R8p:428871,unclear,14688.0,47485.0,32877.0,21179.0,42417.0,37381.0,-55.2,-32.7,13552,47983,25499
R,13,10,-9,-5,3,-14,-40.24,40.24,-26.03,0.68596,-0.58041,-0.43884,zhao_uCT_match,1,139,-10.0,-6.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:254266;R8p:378399,pale,14606.0,46734.0,32371.0,21075.0,41918.0,36917.0,-54.9,-31.3,13013,47491,25458
R,13,11,-8,-5,2,-13,-45.05,45.05,-23.7,0.64694,-0.64798,-0.40199,zhao_uCT_match,1,160,-9.0,-6.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:500027;R7y:258908,yellow,14473.0,46084.0,31594.0,21052.0,41537.0,36554.0,-53.0,-28.9,12407,47056,25275
R,13,12,-7,-5,1,-12,-49.59,49.59,-21.5,0.60313,-0.70847,-0.36648,zhao_uCT_match,1,181,-8.0,-6.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:553222;R8p:553237,pale,14297.0,45334.0,30949.0,21023.0,41032.0,36239.0,-51.8,-26.7,11690,46652,25209
R,13,13,-6,-5,0,-11,-53.97,53.97,-19.38,0.55483,-0.76289,-0.3319,zhao_uCT_match,1,200,-7.0,-6.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1}",R7_unclear:216340;R8_unclear:237616,yellow,14593.0,44488.0,30319.0,21037.0,40558.0,35855.0,-49.3,-24.8,11358,45977,25430
R,13,14,-5,-5,-1,-10,-58.49,58.49,-17.29,0.49898,-0.81408,-0.29713,zhao_uCT_match,1,221,-6.0,-6.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:169891;R8_unclear:198541,unclear,14778.0,43822.0,29661.0,21012.0,40106.0,35509.0,-46.8,-23.5,10903,45425,25484
R,13,15,-4,-5,-2,-9,-62.71,62.71,-15.32,0.44215,-0.85713,-0.26427,zhao_uCT_match,1,242,-5.0,-6.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:195743;R8_unclear:188303,unclear,14928.0,43078.0,28968.0,20893.0,39519.0,35146.0,-44.0,-22.5,10381,44958,25615
R,13,16,-3,-5,-3,-8,-67.07,67.07,-13.2,0.37928,-0.89667,-0.22832,zhao_uCT_match,1,263,-4.0,-6.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:173239;R7y:222812,yellow,15142.0,42278.0,28405.0,20855.0,39022.0,34733.0,-42.1,-20.9,10173,44401,26080
R,13,17,-2,-5,-4,-7,-71.55,71.55,-11.26,0.31037,-0.93033,-0.19533,zhao_uCT_match,1,286,-3.0,-6.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:176053;R8p:191171,unclear,15454.0,41661.0,27882.0,20794.0,38511.0,34412.0,-39.3,-20.5,10061,43829,26357
R,13,18,-1,-5,-5,-6,-76.0,76.0,-9.39,0.23873,-0.95728,-0.16315,zhao_uCT_match,1,308,-2.0,-6.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:150621;R8p:164624,pale,15606.0,40838.0,27286.0,20822.0,38003.0,33988.0,-37.9,-18.5,9735,43158,26633
R,13,19,0,-5,-6,-5,-80.44,80.44,-7.38,0.16474,-0.97793,-0.1285,zhao_uCT_match,1,330,-1.0,-6.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:179689;R8_unclear:174868,unclear,15861.0,40169.0,26783.0,20762.0,37424.0,33739.0,-35.2,-17.9,,,
