side,hex1,hex2,az_deg_ipsi,el_deg,dir_front,dir_left,dir_up,source
R,9,14,78.08,-29.7,0.17946,-0.84986,-0.49551,zhao_uCT_match
R,9,15,83.4,-27.2,0.10216,-0.88355,-0.45705,zhao_uCT_match
R,9,16,88.7,-25.04,0.02051,-0.90578,-0.42325,zhao_uCT_match
R,9,17,93.1,-23.47,-0.04957,-0.9159,-0.39834,zhao_uCT_match
R,9,18,97.36,-21.28,-0.11936,-0.92412,-0.36297,zhao_uCT_match
R,9,19,102.12,-19.33,-0.19811,-0.9226,-0.33099,zhao_uCT_match
R,9,20,107.04,-17.99,-0.27874,-0.90934,-0.30888,zhao_uCT_match
R,9,21,112.42,-16.58,-0.36555,-0.88599,-0.28528,zhao_uCT_match
R,9,22,117.72,-14.89,-0.44959,-0.85546,-0.257,zhao_uCT_match
R,9,23,122.51,-13.22,-0.52326,-0.82091,-0.22869,zhao_uCT_match
R,9,24,128.26,-11.97,-0.60577,-0.76812,-0.20747,zhao_uCT_match
R,9,25,135.24,-11.79,-0.69508,-0.68929,-0.20431,zhao_uCT_match
R,9,26,143.52,-12.7,-0.7844,-0.57998,-0.21986,zhao_uCT_match
R,9,27,150.96,-11.19,-0.85768,-0.47616,-0.19404,zhao_uCT_match
R,9,28,158.46,-10.22,-0.91541,-0.3613,-0.17742,extrapolated_local_linear
R,10,1,-7.14,-52.53,0.60358,0.07558,-0.79372,extrapolated_local_linear
R,10,2,1.67,-51.04,0.62852,-0.01838,-0.77758,zhao_uCT_match
R,10,3,9.97,-49.32,0.64195,-0.11282,-0.7584,zhao_uCT_match
R,10,4,16.78,-47.39,0.64822,-0.19543,-0.73595,zhao_uCT_match
R,10,5,23.28,-45.65,0.64219,-0.27628,-0.71503,zhao_uCT_match
R,10,6,29.88,-43.69,0.62697,-0.36016,-0.69079,zhao_uCT_match
R,10,7,35.99,-41.87,0.60248,-0.43761,-0.66747,zhao_uCT_match
R,10,8,41.81,-40.14,0.56979,-0.5097,-0.64463,zhao_uCT_match
R,10,9,46.97,-38.43,0.53452,-0.57263,-0.6216,zhao_uCT_match
R,10,10,52.21,-35.91,0.49633,-0.6401,-0.58645,zhao_uCT_match
R,10,11,57.7,-33.32,0.44649,-0.70637,-0.54926,zhao_uCT_match
R,10,12,63.18,-30.67,0.38805,-0.76762,-0.51008,zhao_uCT_match
R,10,13,67.91,-28.63,0.33006,-0.81331,-0.47915,zhao_uCT_match
R,10,14,72.5,-26.64,0.26871,-0.85248,-0.4484,zhao_uCT_match
R,10,15,77.46,-24.16,0.19804,-0.89068,-0.40924,zhao_uCT_match
R,10,16,82.53,-21.9,0.12062,-0.91997,-0.37297,zhao_uCT_match
R,10,17,87.43,-20.14,0.04206,-0.93793,-0.34426,zhao_uCT_match
R,10,18,91.56,-18.37,-0.02587,-0.94867,-0.31521,zhao_uCT_match
R,10,19,95.87,-16.05,-0.09828,-0.95599,-0.27646,zhao_uCT_match
R,10,20,100.54,-14.42,-0.17717,-0.95216,-0.24901,zhao_uCT_match
R,10,21,105.42,-12.99,-0.25901,-0.93934,-0.22483,zhao_uCT_match
R,10,22,110.76,-11.24,-0.3477,-0.91713,-0.19486,zhao_uCT_match
R,10,23,115.49,-9.7,-0.42426,-0.88974,-0.16843,zhao_uCT_match
R,10,24,120.68,-8.47,-0.50462,-0.85068,-0.14731,zhao_uCT_match
R,10,25,126.72,-7.39,-0.59297,-0.79488,-0.12868,zhao_uCT_match
R,10,26,133.54,-7.16,-0.68343,-0.7193,-0.12461,zhao_uCT_match
R,10,27,141.1,-6.86,-0.77267,-0.62348,-0.11943,zhao_uCT_match
R,10,28,149.79,-6.37,-0.85886,-0.50005,-0.11095,zhao_uCT_match
R,10,29,158.0,-6.34,-0.92149,-0.37235,-0.11049,extrapolated_local_linear
R,11,1,-7.15,-47.88,0.66542,0.08346,-0.74179,extrapolated_local_linear
R,11,2,0.46,-46.58,0.68732,-0.0055,-0.72634,zhao_uCT_match
R,11,3,8.07,-45.35,0.69585,-0.09861,-0.71138,zhao_uCT_match
R,11,4,14.53,-43.64,0.70055,-0.1816,-0.6901,zhao_uCT_match
R,11,5,20.53,-41.84,0.69772,-0.26128,-0.66702,zhao_uCT_match
R,11,6,26.47,-40.25,0.68321,-0.34021,-0.64613,zhao_uCT_match
R,11,7,32.53,-38.42,0.66056,-0.42128,-0.62144,zhao_uCT_match
R,11,8,38.12,-36.3,0.63399,-0.49754,-0.59204,zhao_uCT_match
R,11,9,43.03,-34.61,0.60164,-0.56167,-0.56794,zhao_uCT_match
R,11,10,47.86,-32.51,0.56585,-0.62533,-0.53737,zhao_uCT_match
R,11,11,53.18,-30.0,0.51906,-0.69321,-0.50003,zhao_uCT_match
R,11,12,58.17,-27.57,0.46751,-0.75316,-0.46279,zhao_uCT_match
R,11,13,63.03,-25.37,0.40984,-0.80525,-0.4285,zhao_uCT_match
R,11,14,67.69,-23.33,0.34852,-0.84952,-0.39603,zhao_uCT_match
R,11,15,72.3,-21.31,0.28319,-0.88752,-0.36347,zhao_uCT_match
R,11,16,77.03,-19.23,0.21196,-0.92008,-0.32944,zhao_uCT_match
R,11,17,82.09,-17.04,0.13163,-0.94699,-0.29307,zhao_uCT_match
R,11,18,86.56,-15.43,0.05788,-0.96223,-0.26601,zhao_uCT_match
R,11,19,90.61,-13.36,-0.01041,-0.97287,-0.23112,zhao_uCT_match
R,11,20,95.03,-11.26,-0.08591,-0.97698,-0.19526,zhao_uCT_match
R,11,21,99.42,-9.51,-0.16137,-0.97296,-0.16527,zhao_uCT_match
R,11,22,104.28,-7.76,-0.2444,-0.96023,-0.13498,zhao_uCT_match
R,11,23,109.26,-6.47,-0.32771,-0.93805,-0.11261,zhao_uCT_match
R,11,24,113.89,-5.03,-0.40336,-0.91084,-0.08764,zhao_uCT_match
R,11,25,119.2,-3.7,-0.48678,-0.87113,-0.06459,zhao_uCT_match
R,11,26,125.53,-2.65,-0.58045,-0.81298,-0.04622,zhao_uCT_match
R,11,27,132.32,-2.31,-0.67279,-0.73874,-0.04027,zhao_uCT_match
R,11,28,140.31,-2.3,-0.76894,-0.63806,-0.04011,zhao_uCT_match
R,11,29,150.7,-2.07,-0.8715,-0.48906,-0.03613,zhao_uCT_match
R,11,30,157.97,-3.2,-0.92554,-0.37452,-0.05582,extrapolated_local_linear
R,12,1,-7.94,-43.48,0.71871,0.10027,-0.68804,extrapolated_local_linear
R,12,2,-0.45,-42.84,0.73328,0.00571,-0.6799,zhao_uCT_match
R,12,3,5.94,-41.5,0.74489,-0.0775,-0.66267,zhao_uCT_match
R,12,4,12.44,-40.31,0.74469,-0.16433,-0.64687,zhao_uCT_match
R,12,5,18.01,-38.7,0.74222,-0.24137,-0.62518,zhao_uCT_match
R,12,6,23.61,-36.89,0.73283,-0.32033,-0.60029,zhao_uCT_match
R,12,7,29.37,-35.1,0.71298,-0.4013,-0.57499,zhao_uCT_match
R,12,8,34.8,-33.03,0.68844,-0.47851,-0.54505,zhao_uCT_match
R,12,9,39.43,-31.02,0.66201,-0.54427,-0.51528,zhao_uCT_match
R,12,10,43.98,-29.07,0.62897,-0.60688,-0.48589,zhao_uCT_match
R,12,11,48.71,-26.84,0.58882,-0.67041,-0.45149,zhao_uCT_match
R,12,12,53.63,-24.61,0.53919,-0.73204,-0.4164,zhao_uCT_match
R,12,13,58.38,-22.35,0.48488,-0.78757,-0.3803,zhao_uCT_match
R,12,14,62.99,-20.24,0.42604,-0.83594,-0.34598,zhao_uCT_match
R,12,15,67.44,-18.24,0.36431,-0.87709,-0.31303,zhao_uCT_match
R,12,16,71.96,-16.23,0.29731,-0.91297,-0.27944,zhao_uCT_match
R,12,17,76.66,-14.2,0.22372,-0.94326,-0.24536,zhao_uCT_match
R,12,18,81.36,-12.25,0.14681,-0.96616,-0.2121,zhao_uCT_match
R,12,19,85.65,-10.48,0.07451,-0.98051,-0.18181,zhao_uCT_match
R,12,20,89.93,-8.53,0.00129,-0.98894,-0.14829,zhao_uCT_match
R,12,21,94.39,-6.67,-0.07595,-0.99032,-0.1162,zhao_uCT_match
R,12,22,98.79,-4.72,-0.15229,-0.98491,-0.08228,zhao_uCT_match
R,12,23,103.16,-3.28,-0.22734,-0.97213,-0.05722,zhao_uCT_match
R,12,24,107.51,-1.94,-0.30069,-0.95312,-0.03393,zhao_uCT_match
R,12,25,112.49,-0.61,-0.38249,-0.9239,-0.01063,zhao_uCT_match
R,12,26,118.43,0.6,-0.47602,-0.87938,0.01043,zhao_uCT_match
R,12,27,125.02,1.08,-0.57371,-0.81884,0.01877,zhao_uCT_match
R,12,28,132.03,1.05,-0.66936,-0.74271,0.01839,zhao_uCT_match
R,12,29,140.12,0.89,-0.76732,-0.64108,0.01552,zhao_uCT_match
R,12,30,149.81,-0.52,-0.86436,-0.50279,-0.00912,zhao_uCT_match
R,12,31,158.27,-0.25,-0.92894,-0.3702,-0.00439,extrapolated_local_linear
R,13,1,-9.97,-39.9,0.75561,0.13279,-0.64142,extrapolated_local_linear
R,13,2,-2.78,-38.65,0.78007,0.03793,-0.62455,zhao_uCT_match
R,13,3,3.49,-37.85,0.78815,-0.04804,-0.61361,zhao_uCT_match
R,13,4,9.74,-36.63,0.79093,-0.13572,-0.59666,zhao_uCT_match
R,13,5,15.2,-35.39,0.78668,-0.21372,-0.57919,zhao_uCT_match
R,13,6,20.51,-33.62,0.77995,-0.29169,-0.55371,zhao_uCT_match
R,13,7,26.04,-31.73,0.76426,-0.37334,-0.52585,zhao_uCT_match
R,13,8,31.35,-29.82,0.74093,-0.45131,-0.49734,zhao_uCT_match
R,13,9,35.87,-28.0,0.71551,-0.51735,-0.46946,zhao_uCT_match
R,13,10,40.24,-26.03,0.68596,-0.58041,-0.43884,zhao_uCT_match
R,13,11,45.05,-23.7,0.64694,-0.64798,-0.40199,zhao_uCT_match
R,13,12,49.59,-21.5,0.60313,-0.70847,-0.36648,zhao_uCT_match
R,13,13,53.97,-19.38,0.55483,-0.76289,-0.3319,zhao_uCT_match
R,13,14,58.49,-17.29,0.49898,-0.81408,-0.29713,zhao_uCT_match
R,13,15,62.71,-15.32,0.44215,-0.85713,-0.26427,zhao_uCT_match
R,13,16,67.07,-13.2,0.37928,-0.89667,-0.22832,zhao_uCT_match
R,13,17,71.55,-11.26,0.31037,-0.93033,-0.19533,zhao_uCT_match
R,13,18,76.0,-9.39,0.23873,-0.95728,-0.16315,zhao_uCT_match
R,13,19,80.44,-7.38,0.16474,-0.97793,-0.1285,zhao_uCT_match
R,13,20,84.84,-5.71,0.08945,-0.99101,-0.09946,zhao_uCT_match
R,13,21,89.16,-3.75,0.0147,-0.99775,-0.06543,zhao_uCT_match
R,13,22,93.6,-2.01,-0.06279,-0.99741,-0.03515,zhao_uCT_match
R,13,23,97.96,-0.26,-0.13857,-0.99034,-0.00453,zhao_uCT_match
R,13,24,101.95,0.92,-0.20695,-0.97822,0.01613,zhao_uCT_match
R,13,25,106.55,2.03,-0.28459,-0.95799,0.0355,zhao_uCT_match
R,13,26,112.08,3.31,-0.3752,-0.92514,0.05773,zhao_uCT_match
R,13,27,118.1,3.78,-0.46993,-0.88024,0.06594,zhao_uCT_match
R,13,28,124.79,4.0,-0.56911,-0.81929,0.06977,zhao_uCT_match
R,13,29,132.1,4.29,-0.66853,-0.73991,0.07483,zhao_uCT_match
R,13,30,141.02,4.06,-0.77547,-0.62741,0.07078,zhao_uCT_match
R,13,31,151.26,3.02,-0.87562,-0.48011,0.05265,zhao_uCT_match
R,13,32,159.02,3.1,-0.93232,-0.35755,0.05413,extrapolated_local_linear
R,14,2,-6.57,-36.51,0.79845,0.09197,-0.595,extrapolated_local_linear
R,14,3,-0.2,-34.73,0.82181,0.0029,-0.56975,zhao_uCT_match
R,14,4,6.55,-33.62,0.82726,-0.09496,-0.55374,zhao_uCT_match
R,14,5,12.05,-32.04,0.82902,-0.17695,-0.53048,zhao_uCT_match
R,14,6,17.09,-30.39,0.82449,-0.25353,-0.5059,zhao_uCT_match
R,14,7,22.26,-28.51,0.81318,-0.33293,-0.47738,zhao_uCT_match
R,14,8,27.76,-26.43,0.79236,-0.41713,-0.44517,zhao_uCT_match
R,14,9,32.39,-24.55,0.76806,-0.48723,-0.41556,zhao_uCT_match
R,14,10,36.89,-22.91,0.73673,-0.55288,-0.38931,zhao_uCT_match
R,14,11,41.55,-20.76,0.6998,-0.62017,-0.3545,zhao_uCT_match
R,14,12,45.99,-18.59,0.6585,-0.68169,-0.31887,zhao_uCT_match
R,14,13,50.15,-16.66,0.61393,-0.73548,-0.28662,zhao_uCT_match
R,14,14,54.03,-14.48,0.56871,-0.78361,-0.25006,zhao_uCT_match
R,14,15,58.29,-12.46,0.51324,-0.83066,-0.21584,zhao_uCT_match
R,14,16,62.34,-10.39,0.45667,-0.87118,-0.18028,zhao_uCT_match
R,14,17,66.76,-8.41,0.39042,-0.90896,-0.14618,zhao_uCT_match
R,14,18,71.28,-6.83,0.31874,-0.94035,-0.11893,zhao_uCT_match
R,14,19,75.71,-4.9,0.24596,-0.9655,-0.08547,zhao_uCT_match
R,14,20,79.92,-2.95,0.17475,-0.98327,-0.05148,zhao_uCT_match
R,14,21,83.96,-1.19,0.10525,-0.99423,-0.02085,zhao_uCT_match
R,14,22,88.24,0.33,0.03076,-0.99951,0.00576,zhao_uCT_match
R,14,23,92.82,1.8,-0.04917,-0.9983,0.03135,zhao_uCT_match
R,14,24,97.45,3.26,-0.12938,-0.98996,0.05687,zhao_uCT_match
R,14,25,101.6,3.97,-0.20063,-0.97722,0.06925,zhao_uCT_match
R,14,26,106.6,5.47,-0.2844,-0.95396,0.09525,zhao_uCT_match
R,14,27,112.34,6.37,-0.37781,-0.9192,0.11101,zhao_uCT_match
R,14,28,118.26,7.03,-0.46994,-0.87416,0.12244,zhao_uCT_match
R,14,29,125.32,7.68,-0.57295,-0.80862,0.13364,zhao_uCT_match
R,14,30,133.34,8.08,-0.67955,-0.72005,0.14048,zhao_uCT_match
R,14,31,142.87,7.76,-0.78992,-0.59814,0.1351,zhao_uCT_match
R,14,32,151.8,7.87,-0.87296,-0.46817,0.13697,zhao_uCT_match
R,15,2,-9.59,-33.87,0.81869,0.13831,-0.55732,extrapolated_local_linear
R,15,3,-3.82,-33.95,0.82772,0.05533,-0.5584,zhao_uCT_match
R,15,4,3.03,-31.09,0.85518,-0.04524,-0.51636,zhao_uCT_match
R,15,5,8.96,-29.25,0.86184,-0.1359,-0.48864,zhao_uCT_match
R,15,6,13.98,-27.22,0.86294,-0.21476,-0.4574,zhao_uCT_match
R,15,7,18.88,-25.3,0.85544,-0.29255,-0.42736,zhao_uCT_match
R,15,8,24.14,-23.52,0.83675,-0.37502,-0.39901,zhao_uCT_match
R,15,9,29.11,-21.41,0.81341,-0.45295,-0.36496,zhao_uCT_match
R,15,10,33.56,-19.52,0.78544,-0.521,-0.33412,zhao_uCT_match
R,15,11,38.03,-17.72,0.75032,-0.58682,-0.30442,zhao_uCT_match
R,15,12,42.32,-15.86,0.71129,-0.64759,-0.2733,zhao_uCT_match
R,15,13,46.63,-14.06,0.66618,-0.70513,-0.24289,zhao_uCT_match
R,15,14,50.49,-12.16,0.6219,-0.75423,-0.21065,zhao_uCT_match
R,15,15,54.04,-9.85,0.57861,-0.79747,-0.17107,zhao_uCT_match
R,15,16,57.96,-7.75,0.52571,-0.83989,-0.13492,zhao_uCT_match
R,15,17,62.11,-5.9,0.46527,-0.87918,-0.10277,zhao_uCT_match
R,15,18,66.3,-4.19,0.40086,-0.91322,-0.07305,zhao_uCT_match
R,15,19,70.9,-2.53,0.32692,-0.94402,-0.04418,zhao_uCT_match
R,15,20,75.27,-0.91,0.25417,-0.96703,-0.01593,zhao_uCT_match
R,15,21,79.29,0.77,0.18584,-0.98249,0.01342,zhao_uCT_match
R,15,22,83.25,2.21,0.11748,-0.99233,0.03849,zhao_uCT_match
R,15,23,87.89,3.19,0.03679,-0.99777,0.0557,zhao_uCT_match
R,15,24,92.75,4.61,-0.04786,-0.99562,0.0803,zhao_uCT_match
R,15,25,97.62,5.89,-0.13183,-0.98595,0.10259,zhao_uCT_match
R,15,26,102.08,7.52,-0.20752,-0.96943,0.13089,zhao_uCT_match
R,15,27,107.61,9.32,-0.29846,-0.94059,0.16191,zhao_uCT_match
R,15,28,113.33,10.38,-0.38958,-0.90319,0.1802,zhao_uCT_match
R,15,29,119.44,11.23,-0.48214,-0.85417,0.19479,zhao_uCT_match
R,15,30,127.03,11.85,-0.58933,-0.78135,0.20541,zhao_uCT_match
R,15,31,135.44,11.95,-0.69708,-0.68647,0.207,zhao_uCT_match
R,15,32,144.96,11.02,-0.80362,-0.56358,0.19123,zhao_uCT_match
R,15,33,154.05,10.9,-0.88298,-0.42961,0.18914,extrapolated_local_linear
R,16,3,-6.09,-29.45,0.86584,0.0924,-0.49171,zhao_uCT_match
R,16,4,-0.11,-28.08,0.88232,0.00166,-0.47065,zhao_uCT_match
R,16,5,5.76,-26.43,0.89094,-0.08987,-0.44514,zhao_uCT_match
R,16,6,11.03,-24.51,0.89309,-0.17412,-0.41481,zhao_uCT_match
R,16,7,15.85,-22.49,0.88881,-0.25235,-0.38255,zhao_uCT_match
R,16,8,20.77,-20.53,0.87563,-0.33204,-0.35074,zhao_uCT_match
R,16,9,25.62,-18.59,0.85467,-0.4098,-0.31875,zhao_uCT_match
R,16,10,30.11,-16.75,0.82837,-0.48031,-0.28827,zhao_uCT_match
R,16,11,34.52,-14.89,0.79621,-0.54771,-0.25705,zhao_uCT_match
R,16,12,38.53,-13.22,0.76154,-0.60645,-0.22864,zhao_uCT_match
R,16,13,42.6,-11.43,0.72148,-0.66349,-0.19811,zhao_uCT_match
R,16,14,46.93,-9.52,0.6735,-0.72047,-0.16531,zhao_uCT_match
R,16,15,50.45,-7.48,0.63134,-0.76451,-0.13011,zhao_uCT_match
R,16,16,54.04,-5.33,0.58465,-0.80595,-0.09289,zhao_uCT_match
R,16,17,57.87,-3.43,0.53084,-0.84536,-0.05974,zhao_uCT_match
R,16,18,61.91,-1.71,0.4707,-0.88179,-0.02986,zhao_uCT_match
R,16,19,65.85,0.11,0.40919,-0.91245,0.00196,zhao_uCT_match
R,16,20,70.3,1.43,0.33703,-0.94117,0.02488,zhao_uCT_match
R,16,21,74.68,2.53,0.2639,-0.96354,0.04413,zhao_uCT_match
R,16,22,78.82,3.72,0.19351,-0.97895,0.06489,zhao_uCT_match
R,16,23,83.59,4.91,0.11123,-0.9901,0.08566,zhao_uCT_match
R,16,24,88.42,6.4,0.02737,-0.9934,0.11142,zhao_uCT_match
R,16,25,93.28,8.1,-0.05664,-0.98841,0.14088,zhao_uCT_match
R,16,26,98.51,9.88,-0.1458,-0.97432,0.1716,zhao_uCT_match
R,16,27,103.62,12.06,-0.23022,-0.95044,0.20896,zhao_uCT_match
R,16,28,109.09,13.7,-0.3178,-0.91812,0.23677,zhao_uCT_match
R,16,29,114.84,14.9,-0.40599,-0.87696,0.25713,zhao_uCT_match
R,16,30,122.06,15.72,-0.51087,-0.81582,0.27101,zhao_uCT_match
R,16,31,129.44,16.21,-0.61007,-0.74154,0.27918,zhao_uCT_match
R,16,32,137.84,16.11,-0.71214,-0.64486,0.2775,zhao_uCT_match
R,16,33,148.47,15.31,-0.82214,-0.50434,0.26406,zhao_uCT_match
R,17,3,-9.75,-27.01,0.8781,0.15081,-0.45409,extrapolated_local_linear
R,17,4,-2.93,-25.28,0.90308,0.04627,-0.42698,zhao_uCT_match
R,17,5,2.63,-23.6,0.91542,-0.04202,-0.40031,zhao_uCT_match
R,17,6,7.79,-22.17,0.9175,-0.12558,-0.37739,zhao_uCT_match
R,17,7,12.76,-20.24,0.91507,-0.20716,-0.34601,zhao_uCT_match
R,17,8,17.58,-18.2,0.90558,-0.28695,-0.31239,zhao_uCT_match
R,17,9,22.28,-16.07,0.88915,-0.36436,-0.27685,zhao_uCT_match
R,17,10,26.78,-14.45,0.86447,-0.43632,-0.24962,zhao_uCT_match
R,17,11,31.07,-12.54,0.83615,-0.50372,-0.21706,zhao_uCT_match
R,17,12,35.34,-10.61,0.80182,-0.56851,-0.18409,zhao_uCT_match
R,17,13,38.92,-8.86,0.76875,-0.62073,-0.15401,zhao_uCT_match
R,17,14,42.89,-6.96,0.72722,-0.67561,-0.1212,zhao_uCT_match
R,17,15,46.81,-5.06,0.6818,-0.7262,-0.08823,zhao_uCT_match
R,17,16,50.41,-3.24,0.63624,-0.76942,-0.05645,zhao_uCT_match
R,17,17,53.9,-1.14,0.58911,-0.80781,-0.01996,zhao_uCT_match
R,17,18,57.59,0.45,0.53593,-0.84422,0.00787,zhao_uCT_match
R,17,19,61.4,2.04,0.47842,-0.87741,0.03556,zhao_uCT_match
R,17,20,65.45,3.48,0.41475,-0.90791,0.06068,zhao_uCT_match
R,17,21,70.03,4.15,0.34056,-0.93743,0.07242,zhao_uCT_match
R,17,22,74.58,5.58,0.26471,-0.95941,0.09726,zhao_uCT_match
R,17,23,79.28,7.33,0.18442,-0.97453,0.1276,zhao_uCT_match
R,17,24,84.26,8.71,0.0988,-0.98353,0.15138,zhao_uCT_match
R,17,25,89.23,10.28,0.01322,-0.98387,0.17842,zhao_uCT_match
R,17,26,94.37,12.1,-0.07444,-0.97496,0.20956,zhao_uCT_match
R,17,27,99.83,14.5,-0.16529,-0.95394,0.25036,zhao_uCT_match
R,17,28,105.18,16.45,-0.25119,-0.92558,0.28321,zhao_uCT_match
R,17,29,110.58,18.05,-0.3342,-0.89009,0.30992,zhao_uCT_match
R,17,30,117.5,19.56,-0.43505,-0.83582,0.33487,zhao_uCT_match
R,17,31,124.94,20.4,-0.53684,-0.76834,0.34851,zhao_uCT_match
R,17,32,132.3,20.44,-0.63064,-0.69309,0.34916,zhao_uCT_match
R,17,33,141.29,18.94,-0.73809,-0.59148,0.32462,zhao_uCT_match
R,17,34,150.25,18.29,-0.82435,-0.47109,0.3139,extrapolated_local_linear
R,18,4,-7.89,-23.31,0.90971,0.12608,-0.39565,zhao_uCT_match
R,18,5,-0.94,-21.4,0.93094,0.01525,-0.36486,zhao_uCT_match
R,18,6,4.41,-19.76,0.93836,-0.07236,-0.338,zhao_uCT_match
R,18,7,9.5,-18.02,0.93791,-0.15694,-0.30936,zhao_uCT_match
R,18,8,14.37,-15.81,0.93207,-0.23873,-0.27248,zhao_uCT_match
R,18,9,18.7,-13.53,0.92092,-0.31168,-0.234,zhao_uCT_match
R,18,10,23.22,-11.82,0.8995,-0.38595,-0.2048,zhao_uCT_match
R,18,11,27.52,-10.16,0.87298,-0.45474,-0.17637,zhao_uCT_match
R,18,12,31.71,-8.27,0.84185,-0.52022,-0.14376,zhao_uCT_match
R,18,13,35.65,-6.45,0.80739,-0.57921,-0.11241,zhao_uCT_match
R,18,14,39.04,-4.6,0.77415,-0.62789,-0.08025,zhao_uCT_match
R,18,15,42.44,-2.57,0.7372,-0.67418,-0.04486,zhao_uCT_match
R,18,16,46.24,-0.7,0.69153,-0.72224,-0.01216,zhao_uCT_match
R,18,17,49.83,1.11,0.64497,-0.76397,0.01933,zhao_uCT_match
R,18,18,53.63,2.53,0.59242,-0.80442,0.04416,zhao_uCT_match
R,18,19,57.48,3.8,0.53646,-0.84133,0.06623,zhao_uCT_match
R,18,20,61.46,4.86,0.47601,-0.87535,0.08474,zhao_uCT_match
R,18,21,65.64,6.06,0.41023,-0.90585,0.10556,zhao_uCT_match
R,18,22,70.28,7.43,0.33464,-0.93342,0.1294,zhao_uCT_match
R,18,23,75.09,9.63,0.25375,-0.95271,0.1672,zhao_uCT_match
R,18,24,79.92,11.36,0.17162,-0.96528,0.19691,zhao_uCT_match
R,18,25,85.13,12.76,0.08285,-0.97179,0.22083,zhao_uCT_match
R,18,26,90.49,14.55,-0.0082,-0.96791,0.25115,zhao_uCT_match
R,18,27,95.64,16.91,-0.09403,-0.95211,0.29093,zhao_uCT_match
R,18,28,101.39,19.03,-0.18665,-0.92676,0.32601,zhao_uCT_match
R,18,29,107.04,20.88,-0.27378,-0.89333,0.35638,zhao_uCT_match
R,18,30,113.03,22.79,-0.3606,-0.84849,0.38735,zhao_uCT_match
R,18,31,120.17,23.99,-0.4592,-0.78985,0.40652,zhao_uCT_match
R,18,32,127.94,24.58,-0.55915,-0.71721,0.41589,zhao_uCT_match
R,18,33,135.73,23.91,-0.65463,-0.63815,0.40524,zhao_uCT_match
R,18,34,144.35,22.41,-0.75118,-0.53886,0.38126,zhao_uCT_match
R,19,4,-10.41,-20.83,0.91923,0.16893,-0.35563,extrapolated_local_linear
R,19,5,-5.04,-18.29,0.94579,0.08346,-0.31388,zhao_uCT_match
R,19,6,0.9,-17.41,0.95406,-0.015,-0.29925,zhao_uCT_match
R,19,7,5.98,-15.53,0.95824,-0.10042,-0.26774,zhao_uCT_match
R,19,8,10.93,-13.59,0.95437,-0.1843,-0.23498,zhao_uCT_match
R,19,9,15.3,-11.4,0.94553,-0.25864,-0.19767,zhao_uCT_match
R,19,10,19.57,-9.23,0.93005,-0.33057,-0.1604,zhao_uCT_match
R,19,11,23.51,-7.44,0.90928,-0.39554,-0.12943,zhao_uCT_match
R,19,12,27.54,-5.79,0.88213,-0.46008,-0.10084,zhao_uCT_match
R,19,13,31.84,-4.08,0.8474,-0.52616,-0.07117,zhao_uCT_match
R,19,14,35.61,-2.35,0.81229,-0.58182,-0.04094,zhao_uCT_match
R,19,15,38.93,-0.31,0.77793,-0.62833,-0.00539,zhao_uCT_match
R,19,16,42.25,1.63,0.73992,-0.6721,0.02845,zhao_uCT_match
R,19,17,45.85,3.17,0.69545,-0.71644,0.05537,zhao_uCT_match
R,19,18,49.7,4.25,0.64494,-0.76062,0.07414,zhao_uCT_match
R,19,19,53.57,5.33,0.5913,-0.80109,0.09287,zhao_uCT_match
R,19,20,57.45,6.76,0.53428,-0.83706,0.11777,zhao_uCT_match
R,19,21,61.65,8.31,0.4699,-0.87081,0.14451,zhao_uCT_match
R,19,22,66.38,9.66,0.39501,-0.90322,0.16779,zhao_uCT_match
R,19,23,71.17,11.49,0.31636,-0.92748,0.19924,zhao_uCT_match
R,19,24,75.83,13.72,0.23777,-0.94192,0.23719,zhao_uCT_match
R,19,25,80.77,15.35,0.15472,-0.95182,0.26475,zhao_uCT_match
R,19,26,86.21,17.19,0.06312,-0.95326,0.2955,zhao_uCT_match
R,19,27,91.41,19.88,-0.02315,-0.94012,0.34006,zhao_uCT_match
R,19,28,97.2,21.96,-0.11627,-0.92014,0.37394,zhao_uCT_match
R,19,29,103.42,23.34,-0.21305,-0.89308,0.39626,zhao_uCT_match
R,19,30,109.38,25.28,-0.29999,-0.853,0.42707,zhao_uCT_match
R,19,31,115.84,27.16,-0.38786,-0.80072,0.45652,zhao_uCT_match
R,19,32,123.39,28.31,-0.48453,-0.7351,0.47418,zhao_uCT_match
R,19,33,131.73,28.42,-0.58536,-0.65634,0.476,zhao_uCT_match
R,19,34,140.01,27.84,-0.67753,-0.56822,0.46699,zhao_uCT_match
R,19,35,148.96,26.03,-0.76991,-0.46331,0.43885,extrapolated_local_linear
R,20,5,-7.68,-17.64,0.94442,0.12742,-0.30304,extrapolated_local_linear
R,20,6,-2.18,-16.45,0.95838,0.03647,-0.28315,zhao_uCT_match
R,20,7,2.72,-13.44,0.97151,-0.04613,-0.23247,zhao_uCT_match
R,20,8,7.32,-11.23,0.97286,-0.12491,-0.1948,zhao_uCT_match
R,20,9,11.88,-9.43,0.96535,-0.20312,-0.16384,zhao_uCT_match
R,20,10,16.01,-7.19,0.95368,-0.27359,-0.12511,zhao_uCT_match
R,20,11,19.73,-5.06,0.93765,-0.33621,-0.08821,zhao_uCT_match
R,20,12,23.17,-3.28,0.91785,-0.39279,-0.05714,zhao_uCT_match
