side,hex1,hex2,az_deg_ipsi,el_deg,dir_front,dir_left,dir_up,source
L,27,20,26.77,23.49,0.81882,0.41306,0.39865,zhao_uCT_match
L,27,21,30.27,25.74,0.77795,0.45402,0.43436,zhao_uCT_match
L,27,22,34.08,28.07,0.73085,0.49446,0.47049,zhao_uCT_match
L,27,23,37.91,30.3,0.6812,0.53046,0.50455,zhao_uCT_match
L,27,24,42.18,32.87,0.62243,0.56399,0.54268,zhao_uCT_match
L,27,25,46.18,35.46,0.56395,0.58778,0.58007,zhao_uCT_match
L,27,26,50.95,38.14,0.49554,0.61079,0.61756,zhao_uCT_match
L,27,27,55.81,41.02,0.42404,0.6241,0.65627,zhao_uCT_match
L,27,28,61.09,43.83,0.34872,0.6315,0.69253,zhao_uCT_match
L,27,29,66.69,46.15,0.27411,0.63624,0.72116,zhao_uCT_match
L,27,30,73.78,48.46,0.18527,0.63668,0.74854,zhao_uCT_match
L,27,31,81.79,50.53,0.09082,0.62914,0.77197,zhao_uCT_match
L,27,32,90.1,52.16,-0.00112,0.61348,0.78971,zhao_uCT_match
L,27,33,98.58,53.92,-0.08783,0.58235,0.80818,zhao_uCT_match
L,27,34,108.33,55.25,-0.17929,0.54108,0.82164,zhao_uCT_match
L,27,35,118.06,55.9,-0.26375,0.49473,0.82806,zhao_uCT_match
L,27,36,129.19,56.69,-0.34703,0.42571,0.83567,zhao_uCT_match
L,27,37,142.1,56.0,-0.4413,0.34355,0.82899,zhao_uCT_match
L,27,38,156.52,52.94,-0.55277,0.24012,0.79799,zhao_uCT_match
L,27,39,168.72,49.31,-0.63937,0.12758,0.75824,extrapolated_local_linear
L,28,13,-4.2,6.73,0.99044,-0.0727,0.11724,zhao_uCT_match
L,28,14,0.18,10.19,0.98423,0.00301,0.17685,zhao_uCT_match
L,28,15,4.23,13.26,0.97069,0.07183,0.22936,zhao_uCT_match
L,28,16,7.64,15.88,0.95328,0.12786,0.2737,zhao_uCT_match
L,28,17,11.01,18.3,0.93196,0.18132,0.31397,zhao_uCT_match
L,28,18,14.93,20.86,0.90291,0.24076,0.35607,zhao_uCT_match
L,28,19,18.48,23.26,0.87135,0.29123,0.39488,zhao_uCT_match
L,28,20,22.11,25.47,0.83646,0.33976,0.42999,zhao_uCT_match
L,28,21,25.95,27.59,0.79691,0.38789,0.46311,zhao_uCT_match
L,28,22,29.87,30.18,0.7496,0.43051,0.50276,zhao_uCT_match
L,28,23,33.83,32.77,0.69843,0.46817,0.54131,zhao_uCT_match
L,28,24,37.83,35.24,0.6451,0.50095,0.57696,zhao_uCT_match
L,28,25,41.57,37.86,0.59062,0.52385,0.6138,zhao_uCT_match
L,28,26,46.06,40.43,0.52822,0.54809,0.64852,zhao_uCT_match
L,28,27,51.29,43.37,0.45459,0.56721,0.68675,zhao_uCT_match
L,28,28,56.28,46.36,0.38312,0.57402,0.72369,zhao_uCT_match
L,28,29,61.49,48.56,0.31594,0.58157,0.74964,zhao_uCT_match
L,28,30,67.96,51.11,0.23556,0.58199,0.77833,zhao_uCT_match
L,28,31,76.3,53.45,0.14104,0.57858,0.80334,zhao_uCT_match
L,28,32,84.94,55.42,0.05003,0.56541,0.82329,zhao_uCT_match
L,28,33,93.63,56.93,-0.03455,0.54458,0.838,zhao_uCT_match
L,28,34,103.67,58.79,-0.12242,0.50345,0.85531,zhao_uCT_match
L,28,35,114.53,59.86,-0.20847,0.45678,0.86481,zhao_uCT_match
L,28,36,125.95,60.25,-0.29136,0.40174,0.86817,zhao_uCT_match
L,28,37,140.06,59.73,-0.38645,0.32357,0.86369,zhao_uCT_match
L,28,38,157.25,56.53,-0.50864,0.21324,0.83416,zhao_uCT_match
L,28,39,168.83,53.38,-0.5852,0.11555,0.80261,extrapolated_local_linear
L,29,14,-3.99,9.62,0.98356,-0.06857,0.16704,zhao_uCT_match
L,29,15,-0.05,13.59,0.972,-0.0008,0.23499,zhao_uCT_match
L,29,16,3.39,16.69,0.95621,0.05664,0.28713,zhao_uCT_match
L,29,17,6.5,19.46,0.93678,0.10678,0.33323,zhao_uCT_match
L,29,18,9.88,22.0,0.91342,0.15915,0.37461,zhao_uCT_match
L,29,19,13.31,24.38,0.88634,0.20976,0.41279,zhao_uCT_match
L,29,20,16.94,26.86,0.85339,0.26,0.45181,zhao_uCT_match
L,29,21,21.02,29.34,0.81371,0.31267,0.49002,zhao_uCT_match
L,29,22,25.28,31.77,0.76874,0.36313,0.52648,zhao_uCT_match
L,29,23,29.1,34.68,0.7185,0.39993,0.56905,zhao_uCT_match
L,29,24,32.86,37.43,0.66705,0.43081,0.60782,zhao_uCT_match
L,29,25,36.48,40.13,0.6148,0.45453,0.64453,zhao_uCT_match
L,29,26,40.31,42.79,0.55964,0.47474,0.67929,zhao_uCT_match
L,29,27,45.24,45.55,0.49313,0.49724,0.71385,zhao_uCT_match
L,29,28,50.52,48.37,0.42234,0.51273,0.74749,zhao_uCT_match
L,29,29,55.82,51.11,0.35267,0.51936,0.77839,zhao_uCT_match
L,29,30,61.86,53.58,0.27998,0.52358,0.80466,zhao_uCT_match
L,29,31,69.88,56.12,0.19179,0.52341,0.83021,zhao_uCT_match
L,29,32,78.51,58.17,0.10507,0.51682,0.84962,zhao_uCT_match
L,29,33,88.05,60.18,0.01691,0.49699,0.86759,zhao_uCT_match
L,29,34,99.03,62.11,-0.07341,0.46201,0.88383,zhao_uCT_match
L,29,35,110.26,63.49,-0.15455,0.41871,0.89487,zhao_uCT_match
L,29,36,122.96,64.04,-0.23817,0.36725,0.89911,zhao_uCT_match
L,29,37,138.16,63.71,-0.33001,0.29552,0.89653,zhao_uCT_match
L,29,38,154.62,61.45,-0.43186,0.20489,0.87836,zhao_uCT_match
L,29,39,169.69,57.64,-0.52658,0.09582,0.84471,extrapolated_local_linear
L,30,15,-4.35,13.47,0.96968,-0.07381,0.23295,zhao_uCT_match
L,30,16,-0.99,17.3,0.95463,-0.01656,0.29735,zhao_uCT_match
L,30,17,2.11,20.23,0.93765,0.03461,0.34586,zhao_uCT_match
L,30,18,5.29,22.95,0.91691,0.08494,0.38994,zhao_uCT_match
L,30,19,8.61,25.42,0.89301,0.13522,0.42925,zhao_uCT_match
L,30,20,11.79,27.89,0.86522,0.18064,0.46772,zhao_uCT_match
L,30,21,15.55,30.39,0.83103,0.23125,0.50588,zhao_uCT_match
L,30,22,19.65,32.75,0.79203,0.28283,0.54101,zhao_uCT_match
L,30,23,23.56,35.71,0.74428,0.32458,0.58369,zhao_uCT_match
L,30,24,27.43,38.95,0.69027,0.35824,0.62864,zhao_uCT_match
L,30,25,31.25,41.96,0.63568,0.38577,0.66865,zhao_uCT_match
L,30,26,34.95,44.77,0.58191,0.4067,0.70426,zhao_uCT_match
L,30,27,38.83,47.45,0.52678,0.42398,0.73671,zhao_uCT_match
L,30,28,44.03,50.24,0.45979,0.44449,0.76878,zhao_uCT_match
L,30,29,49.63,53.16,0.38836,0.45679,0.80033,zhao_uCT_match
L,30,30,55.59,55.89,0.31694,0.4627,0.82792,zhao_uCT_match
L,30,31,63.22,58.59,0.23479,0.46527,0.85346,zhao_uCT_match
L,30,32,71.39,60.83,0.15554,0.46198,0.87314,zhao_uCT_match
L,30,33,80.9,63.25,0.07117,0.44445,0.89297,zhao_uCT_match
L,30,34,93.63,65.6,-0.02617,0.41233,0.91066,zhao_uCT_match
L,30,35,107.16,67.14,-0.11459,0.37113,0.92148,zhao_uCT_match
L,30,36,120.46,67.81,-0.19142,0.32553,0.92595,zhao_uCT_match
L,30,37,137.11,67.68,-0.2782,0.25842,0.92511,zhao_uCT_match
L,30,38,155.45,65.72,-0.37401,0.17081,0.91156,zhao_uCT_match
L,30,39,172.25,62.21,-0.46196,0.06286,0.88467,zhao_uCT_match
L,31,16,-6.24,18.39,0.94331,-0.10307,0.31552,zhao_uCT_match
L,31,17,-2.2,21.19,0.9317,-0.03573,0.36146,zhao_uCT_match
L,31,18,0.12,23.47,0.91727,0.0019,0.39826,zhao_uCT_match
L,31,19,3.44,26.03,0.8969,0.05398,0.43892,zhao_uCT_match
L,31,20,7.08,28.63,0.871,0.10819,0.47922,zhao_uCT_match
L,31,21,10.31,31.04,0.84301,0.15336,0.51557,zhao_uCT_match
L,31,22,14.12,33.91,0.80487,0.20251,0.55783,zhao_uCT_match
L,31,23,17.83,36.85,0.76177,0.24503,0.59972,zhao_uCT_match
L,31,24,21.47,40.0,0.71285,0.28036,0.64284,zhao_uCT_match
L,31,25,25.22,43.07,0.66088,0.31124,0.68291,zhao_uCT_match
L,31,26,29.21,46.26,0.60347,0.33742,0.72247,zhao_uCT_match
L,31,27,33.42,49.82,0.53853,0.35536,0.76401,zhao_uCT_match
L,31,28,38.04,52.59,0.47847,0.37438,0.79429,zhao_uCT_match
L,31,29,43.56,55.43,0.41115,0.39104,0.82343,zhao_uCT_match
L,31,30,49.14,58.28,0.34394,0.39768,0.85062,zhao_uCT_match
L,31,31,55.7,61.15,0.27187,0.39856,0.87592,zhao_uCT_match
L,31,32,64.46,63.87,0.18993,0.3974,0.89777,zhao_uCT_match
L,31,33,73.84,66.69,0.1101,0.38006,0.91838,zhao_uCT_match
L,31,34,86.59,69.29,0.02104,0.35293,0.93541,zhao_uCT_match
L,31,35,103.27,71.28,-0.07363,0.31234,0.94711,zhao_uCT_match
L,31,36,120.65,72.17,-0.15611,0.26344,0.95196,zhao_uCT_match
L,31,37,138.24,71.9,-0.23174,0.20689,0.95052,zhao_uCT_match
L,31,38,158.5,69.76,-0.32195,0.12683,0.93822,zhao_uCT_match
L,32,18,-5.76,24.48,0.90553,-0.09131,0.41434,zhao_uCT_match
L,32,19,-3.07,25.28,0.90291,-0.04838,0.4271,zhao_uCT_match
L,32,20,1.11,28.96,0.8748,0.01689,0.4842,zhao_uCT_match
L,32,21,4.81,31.75,0.84739,0.07125,0.52616,zhao_uCT_match
L,32,22,8.31,34.68,0.81369,0.1188,0.56903,zhao_uCT_match
L,32,23,11.97,37.88,0.7721,0.16375,0.61405,zhao_uCT_match
L,32,24,15.57,41.25,0.72428,0.20182,0.65931,zhao_uCT_match
L,32,25,19.1,44.29,0.67641,0.23423,0.69829,zhao_uCT_match
L,32,26,22.88,47.51,0.62229,0.26267,0.7374,zhao_uCT_match
L,32,27,26.83,51.12,0.56009,0.28335,0.77847,zhao_uCT_match
L,32,28,31.48,54.59,0.49419,0.30257,0.815,zhao_uCT_match
L,32,29,36.89,57.73,0.42708,0.32053,0.8455,zhao_uCT_match
L,32,30,42.77,60.41,0.36249,0.3353,0.86958,zhao_uCT_match
L,32,31,47.97,63.13,0.30257,0.33569,0.89205,zhao_uCT_match
L,32,32,54.73,66.14,0.23354,0.33026,0.91454,zhao_uCT_match
L,32,33,65.12,69.65,0.14631,0.31552,0.93757,zhao_uCT_match
L,32,34,78.03,72.69,0.06172,0.2911,0.9547,zhao_uCT_match
L,32,35,96.33,75.13,-0.02829,0.25499,0.96653,zhao_uCT_match
L,32,36,119.98,76.58,-0.11602,0.20107,0.97268,zhao_uCT_match
L,32,37,143.75,75.98,-0.19532,0.14322,0.97023,zhao_uCT_match
L,32,38,161.62,74.53,-0.25318,0.08414,0.96375,zhao_uCT_match
L,33,19,-7.75,26.46,0.88711,-0.12069,0.44551,extrapolated_local_linear
L,33,20,-5.44,28.06,0.87851,-0.08374,0.47033,zhao_uCT_match
L,33,21,-1.19,32.31,0.84496,-0.01752,0.53454,zhao_uCT_match
L,33,22,2.29,35.43,0.81413,0.03257,0.57977,zhao_uCT_match
L,33,23,5.86,38.48,0.77871,0.07991,0.62227,zhao_uCT_match
L,33,24,9.38,41.94,0.73385,0.12118,0.66842,zhao_uCT_match
L,33,25,13.02,45.29,0.68545,0.1585,0.71066,zhao_uCT_match
L,33,26,16.27,48.77,0.63264,0.1846,0.75213,zhao_uCT_match
L,33,27,20.28,52.44,0.57181,0.21132,0.7927,zhao_uCT_match
L,33,28,24.19,55.8,0.51269,0.23035,0.8271,zhao_uCT_match
L,33,29,29.1,59.32,0.44585,0.24821,0.86,zhao_uCT_match
L,33,30,34.79,62.56,0.37845,0.26295,0.88749,zhao_uCT_match
L,33,31,40.19,65.32,0.31903,0.26949,0.90862,zhao_uCT_match
L,33,32,45.32,68.2,0.26108,0.26401,0.92851,zhao_uCT_match
L,33,33,53.45,72.0,0.18406,0.24828,0.95104,zhao_uCT_match
L,33,34,67.0,76.2,0.09319,0.2195,0.97115,zhao_uCT_match
L,33,35,88.09,79.54,0.00604,0.18139,0.98339,zhao_uCT_match
L,33,36,121.6,81.27,-0.07956,0.12935,0.9884,zhao_uCT_match
L,33,37,154.14,80.12,-0.15444,0.07485,0.98516,zhao_uCT_match
L,34,22,-4.36,36.84,0.79801,-0.06078,0.59957,zhao_uCT_match
L,34,23,-1.09,38.46,0.78295,-0.01488,0.62191,zhao_uCT_match
L,34,24,2.42,42.17,0.74053,0.03128,0.67129,zhao_uCT_match
L,34,25,5.73,45.75,0.69429,0.06973,0.71631,zhao_uCT_match
L,34,26,8.93,49.23,0.64514,0.10132,0.75732,zhao_uCT_match
L,34,27,12.47,53.53,0.58043,0.12833,0.80413,zhao_uCT_match
L,34,28,16.63,57.33,0.51716,0.15446,0.84184,zhao_uCT_match
L,34,29,20.53,60.48,0.4614,0.17279,0.8702,zhao_uCT_match
L,34,30,24.56,63.82,0.40122,0.18335,0.89744,zhao_uCT_match
L,34,31,29.36,66.98,0.34077,0.19172,0.92039,zhao_uCT_match
L,34,32,34.3,70.4,0.27713,0.18906,0.94205,zhao_uCT_match
L,34,33,40.33,74.52,0.20344,0.17272,0.96373,zhao_uCT_match
L,34,34,49.89,79.53,0.11704,0.13893,0.98336,zhao_uCT_match
L,34,35,72.67,84.0,0.03114,0.09977,0.99452,zhao_uCT_match
L,34,36,139.96,85.84,-0.05552,0.04666,0.99737,zhao_uCT_match
L,34,37,-173.48,82.3,-0.13317,-0.01521,0.99098,zhao_uCT_match
L,35,24,-5.23,42.18,0.73792,-0.06754,0.6715,zhao_uCT_match
L,35,25,-2.78,46.05,0.69323,-0.03366,0.71993,zhao_uCT_match
L,35,26,0.76,49.59,0.64824,0.00856,0.76138,zhao_uCT_match
L,35,27,3.3,53.33,0.59616,0.03435,0.80213,zhao_uCT_match
L,35,28,7.06,57.81,0.52873,0.06549,0.84626,zhao_uCT_match
L,35,29,10.56,61.74,0.4655,0.08674,0.88079,zhao_uCT_match
L,35,30,13.22,65.12,0.40962,0.0962,0.90717,zhao_uCT_match
L,35,31,16.99,68.7,0.34748,0.10615,0.93166,zhao_uCT_match
L,35,32,20.81,72.2,0.28574,0.10859,0.95213,zhao_uCT_match
L,35,33,22.7,76.55,0.21463,0.08978,0.97256,zhao_uCT_match
L,35,34,23.58,81.67,0.13284,0.05799,0.98944,zhao_uCT_match
L,35,35,19.9,86.64,0.05517,0.01997,0.99828,zhao_uCT_match
L,35,36,-142.72,86.44,-0.0494,-0.03761,0.99807,zhao_uCT_match
L,36,27,-6.58,52.96,0.59846,-0.06901,0.79818,zhao_uCT_match
L,36,28,-2.73,57.0,0.54398,-0.02595,0.8387,zhao_uCT_match
L,36,29,-0.4,61.36,0.47935,-0.00335,0.87762,zhao_uCT_match
L,36,30,1.15,65.53,0.41419,0.00831,0.91015,zhao_uCT_match
L,36,31,3.31,69.39,0.35134,0.0203,0.93603,zhao_uCT_match
L,36,32,5.52,73.14,0.28869,0.02788,0.95702,zhao_uCT_match
L,36,33,3.58,77.48,0.2163,0.01355,0.97623,zhao_uCT_match
L,36,34,-16.95,81.45,0.14226,-0.04336,0.98888,zhao_uCT_match
R,1,7,103.01,-75.15,-0.05771,-0.24978,-0.96658,extrapolated_local_linear
R,1,8,110.7,-71.09,-0.11458,-0.30318,-0.94602,extrapolated_local_linear
R,1,10,121.41,-63.91,-0.22916,-0.37529,-0.89813,extrapolated_local_linear
R,2,5,63.31,-80.11,0.07719,-0.15352,-0.98513,extrapolated_local_linear
R,2,6,80.04,-76.78,0.03956,-0.2252,-0.97351,extrapolated_local_linear
R,2,7,86.8,-72.69,0.0166,-0.297,-0.95473,zhao_uCT_match
R,2,8,98.64,-68.67,-0.05467,-0.35959,-0.93151,zhao_uCT_match
R,2,9,105.31,-65.33,-0.1102,-0.40259,-0.90872,zhao_uCT_match
R,2,10,109.74,-61.77,-0.15979,-0.44518,-0.88107,zhao_uCT_match
R,2,11,118.73,-58.9,-0.24825,-0.45291,-0.85629,extrapolated_local_linear
R,2,12,124.66,-55.52,-0.32198,-0.4657,-0.82429,extrapolated_local_linear
R,2,13,129.45,-51.69,-0.39394,-0.47872,-0.78463,extrapolated_local_linear
R,3,4,34.32,-77.64,0.17686,-0.12072,-0.9768,extrapolated_local_linear
R,3,5,50.02,-75.79,0.15775,-0.18816,-0.96939,zhao_uCT_match
R,3,6,71.95,-73.99,0.08548,-0.26226,-0.96121,zhao_uCT_match
R,3,7,79.03,-69.86,0.06552,-0.33802,-0.93885,zhao_uCT_match
R,3,8,89.41,-66.09,0.00415,-0.40531,-0.91417,zhao_uCT_match
R,3,9,97.49,-62.49,-0.06021,-0.45802,-0.8869,zhao_uCT_match
R,3,10,103.49,-59.11,-0.11974,-0.49916,-0.8582,zhao_uCT_match
R,3,11,109.5,-56.38,-0.18481,-0.52197,-0.8327,zhao_uCT_match
R,3,12,114.55,-55.07,-0.23788,-0.52078,-0.81988,zhao_uCT_match
R,3,13,120.54,-50.24,-0.32496,-0.55083,-0.76876,zhao_uCT_match
R,3,14,124.02,-46.24,-0.38691,-0.57323,-0.72229,zhao_uCT_match
R,3,15,130.6,-44.44,-0.46471,-0.54211,-0.70012,extrapolated_local_linear
R,4,3,13.67,-74.62,0.25772,-0.06267,-0.96419,extrapolated_local_linear
R,4,4,33.82,-73.25,0.23937,-0.16037,-0.95759,zhao_uCT_match
R,4,5,46.27,-70.33,0.23274,-0.24328,-0.94162,zhao_uCT_match
R,4,6,59.04,-69.39,0.18111,-0.30188,-0.93598,zhao_uCT_match
R,4,7,70.87,-66.58,0.13023,-0.37551,-0.91762,zhao_uCT_match
R,4,8,79.91,-63.11,0.07923,-0.44525,-0.8919,zhao_uCT_match
R,4,9,88.19,-59.71,0.01593,-0.50409,-0.86351,zhao_uCT_match
R,4,10,94.8,-56.08,-0.04674,-0.55609,-0.82981,zhao_uCT_match
R,4,11,100.5,-53.44,-0.10857,-0.58563,-0.80327,zhao_uCT_match
R,4,12,106.18,-50.84,-0.17595,-0.60644,-0.77542,zhao_uCT_match
R,4,13,111.54,-47.95,-0.24586,-0.623,-0.74258,zhao_uCT_match
R,4,14,116.27,-44.98,-0.31305,-0.6343,-0.70687,zhao_uCT_match
R,4,15,122.99,-43.0,-0.39816,-0.61342,-0.68205,zhao_uCT_match
R,4,16,127.95,-40.82,-0.4654,-0.5968,-0.65363,zhao_uCT_match
R,4,17,129.81,-37.05,-0.51096,-0.61306,-0.60256,zhao_uCT_match
R,4,18,136.33,-35.22,-0.59093,-0.56409,-0.57672,extrapolated_local_linear
R,5,2,-5.12,-71.07,0.32316,0.02894,-0.9459,extrapolated_local_linear
R,5,3,14.01,-70.14,0.32961,-0.08223,-0.94053,zhao_uCT_match
R,5,4,30.19,-69.0,0.30969,-0.18018,-0.93361,zhao_uCT_match
R,5,5,41.5,-66.59,0.29761,-0.26329,-0.91766,zhao_uCT_match
R,5,6,52.0,-64.67,0.2634,-0.33714,-0.90386,zhao_uCT_match
R,5,7,61.9,-62.5,0.21751,-0.40732,-0.88701,zhao_uCT_match
R,5,8,71.13,-59.34,0.16493,-0.48251,-0.86022,zhao_uCT_match
R,5,9,78.58,-56.29,0.10988,-0.54403,-0.83184,zhao_uCT_match
R,5,10,85.83,-53.33,0.04345,-0.59561,-0.8021,zhao_uCT_match
R,5,11,91.73,-50.66,-0.01915,-0.63364,-0.77339,zhao_uCT_match
R,5,12,97.6,-48.08,-0.08836,-0.6622,-0.7441,zhao_uCT_match
R,5,13,103.14,-44.89,-0.16109,-0.6899,-0.70575,zhao_uCT_match
R,5,14,108.09,-42.26,-0.22974,-0.70349,-0.67254,zhao_uCT_match
R,5,15,113.29,-39.85,-0.30355,-0.70517,-0.64077,zhao_uCT_match
R,5,16,119.06,-37.79,-0.38388,-0.6908,-0.61272,zhao_uCT_match
R,5,17,123.45,-35.55,-0.44847,-0.67881,-0.58145,zhao_uCT_match
R,5,18,128.11,-33.68,-0.51363,-0.65473,-0.55454,zhao_uCT_match
R,5,19,133.4,-31.24,-0.58749,-0.62117,-0.51865,zhao_uCT_match
R,5,20,138.01,-28.78,-0.65146,-0.58639,-0.4814,extrapolated_local_linear
R,6,1,-19.6,-69.58,0.32868,0.11706,-0.93716,extrapolated_local_linear
R,6,2,-2.1,-68.34,0.36887,0.01355,-0.92938,extrapolated_local_linear
R,6,3,6.67,-66.04,0.40336,-0.04716,-0.91383,zhao_uCT_match
R,6,4,25.91,-64.46,0.38779,-0.18836,-0.9023,zhao_uCT_match
R,6,5,37.27,-62.48,0.36772,-0.27983,-0.88684,zhao_uCT_match
R,6,6,46.29,-60.25,0.34293,-0.35874,-0.86816,zhao_uCT_match
R,6,7,54.52,-58.16,0.30616,-0.42956,-0.84956,zhao_uCT_match
R,6,8,62.77,-55.53,0.25895,-0.50329,-0.82441,zhao_uCT_match
R,6,9,70.23,-52.52,0.20579,-0.57257,-0.79361,zhao_uCT_match
R,6,10,77.07,-49.99,0.14392,-0.62665,-0.76589,zhao_uCT_match
R,6,11,83.28,-47.35,0.07928,-0.67286,-0.73551,zhao_uCT_match
R,6,12,89.23,-44.91,0.00956,-0.70817,-0.70598,zhao_uCT_match
R,6,13,94.82,-42.3,-0.06211,-0.73697,-0.67306,zhao_uCT_match
R,6,14,100.27,-39.63,-0.13735,-0.75789,-0.63776,zhao_uCT_match
R,6,15,105.16,-37.0,-0.20887,-0.77083,-0.60183,zhao_uCT_match
R,6,16,110.52,-34.58,-0.28853,-0.77107,-0.56763,zhao_uCT_match
R,6,17,115.63,-32.81,-0.36356,-0.75779,-0.54182,zhao_uCT_match
R,6,18,120.54,-31.23,-0.43443,-0.73647,-0.51854,zhao_uCT_match
R,6,19,125.52,-29.17,-0.50728,-0.71068,-0.48743,zhao_uCT_match
R,6,20,131.88,-26.97,-0.59497,-0.66357,-0.45353,zhao_uCT_match
R,6,21,133.79,-24.4,-0.63024,-0.65736,-0.41314,zhao_uCT_match
R,6,22,141.09,-23.44,-0.71395,-0.5762,-0.39783,extrapolated_local_linear
R,7,1,-12.61,-66.56,0.38815,0.08685,-0.9175,extrapolated_local_linear
R,7,2,-0.32,-66.16,0.40418,0.00228,-0.91467,zhao_uCT_match
R,7,3,15.61,-61.6,0.45807,-0.12799,-0.87965,zhao_uCT_match
R,7,4,23.62,-60.05,0.45747,-0.20002,-0.86644,zhao_uCT_match
R,7,5,33.13,-58.22,0.44096,-0.28783,-0.85012,zhao_uCT_match
R,7,6,41.54,-56.01,0.41846,-0.37072,-0.82913,zhao_uCT_match
R,7,7,49.14,-53.62,0.38802,-0.44854,-0.80514,zhao_uCT_match
R,7,8,56.28,-51.27,0.34727,-0.52041,-0.78012,zhao_uCT_match
R,7,9,63.15,-48.58,0.2988,-0.59019,-0.74993,zhao_uCT_match
R,7,10,69.64,-45.86,0.24235,-0.65292,-0.71761,zhao_uCT_match
R,7,11,75.5,-43.42,0.18193,-0.70322,-0.6873,zhao_uCT_match
R,7,12,81.28,-41.11,0.11428,-0.74471,-0.65753,zhao_uCT_match
R,7,13,86.5,-38.94,0.04748,-0.77636,-0.6285,zhao_uCT_match
R,7,14,92.11,-36.46,-0.02967,-0.80373,-0.59425,zhao_uCT_match
R,7,15,97.44,-34.23,-0.10706,-0.81978,-0.56258,zhao_uCT_match
R,7,16,102.36,-31.81,-0.18188,-0.83012,-0.52709,zhao_uCT_match
R,7,17,107.28,-29.6,-0.25826,-0.83028,-0.4939,zhao_uCT_match
R,7,18,112.36,-28.1,-0.3356,-0.81578,-0.47103,zhao_uCT_match
R,7,19,117.73,-26.55,-0.41618,-0.7918,-0.44705,zhao_uCT_match
R,7,20,122.78,-24.63,-0.49218,-0.76423,-0.4168,zhao_uCT_match
R,7,21,127.66,-22.68,-0.56366,-0.73046,-0.38564,zhao_uCT_match
R,7,22,132.44,-20.64,-0.63156,-0.69056,-0.3525,zhao_uCT_match
R,7,23,140.19,-20.41,-0.71991,-0.6001,-0.34872,zhao_uCT_match
R,7,24,146.46,-19.25,-0.78689,-0.52163,-0.32972,extrapolated_local_linear
R,8,1,-8.54,-62.29,0.45988,0.06908,-0.88529,extrapolated_local_linear
R,8,2,4.35,-61.29,0.47897,-0.03644,-0.87707,zhao_uCT_match
R,8,3,13.23,-58.32,0.51129,-0.12023,-0.85096,zhao_uCT_match
R,8,4,21.9,-55.47,0.52592,-0.21142,-0.82384,zhao_uCT_match
R,8,5,29.67,-53.76,0.51361,-0.2926,-0.80659,zhao_uCT_match
R,8,6,37.19,-51.87,0.49182,-0.37322,-0.78666,zhao_uCT_match
R,8,7,44.36,-49.46,0.46469,-0.45438,-0.76,zhao_uCT_match
R,8,8,50.96,-47.41,0.42622,-0.52563,-0.73624,zhao_uCT_match
R,8,9,57.2,-44.85,0.38403,-0.59591,-0.70527,zhao_uCT_match
R,8,10,63.37,-42.03,0.33293,-0.66404,-0.66948,zhao_uCT_match
R,8,11,69.29,-39.46,0.27307,-0.72218,-0.63552,zhao_uCT_match
R,8,12,74.28,-37.39,0.2153,-0.76481,-0.60722,zhao_uCT_match
R,8,13,79.35,-35.36,0.15077,-0.8015,-0.57868,zhao_uCT_match
R,8,14,84.46,-32.94,0.08103,-0.8353,-0.54379,zhao_uCT_match
R,8,15,90.03,-30.46,-0.00044,-0.86197,-0.50697,zhao_uCT_match
R,8,16,95.1,-28.57,-0.07803,-0.87478,-0.47819,zhao_uCT_match
R,8,17,99.59,-26.68,-0.14879,-0.88107,-0.44897,zhao_uCT_match
R,8,18,104.35,-24.55,-0.22549,-0.88123,-0.41543,zhao_uCT_match
R,8,19,109.59,-23.03,-0.30852,-0.86705,-0.39119,zhao_uCT_match
R,8,20,114.92,-21.66,-0.39165,-0.84282,-0.36914,zhao_uCT_match
R,8,21,120.19,-19.99,-0.47254,-0.8123,-0.34188,zhao_uCT_match
R,8,22,125.12,-18.13,-0.54679,-0.77728,-0.31123,zhao_uCT_match
R,8,23,130.57,-16.57,-0.62341,-0.72804,-0.28517,zhao_uCT_match
R,8,24,137.78,-15.64,-0.71316,-0.64706,-0.26967,zhao_uCT_match
R,8,25,145.41,-15.7,-0.79255,-0.54646,-0.27066,zhao_uCT_match
R,8,26,152.34,-15.26,-0.85446,-0.44792,-0.26319,extrapolated_local_linear
R,9,1,-7.22,-57.43,0.534,0.06762,-0.84278,extrapolated_local_linear
R,9,2,3.2,-56.33,0.55353,-0.03098,-0.83226,zhao_uCT_match
R,9,3,11.86,-53.99,0.57541,-0.12086,-0.80889,zhao_uCT_match
R,9,4,19.32,-51.55,0.58675,-0.2057,-0.7832,zhao_uCT_match
R,9,5,26.65,-49.33,0.58243,-0.29227,-0.75852,zhao_uCT_match
R,9,6,33.56,-47.54,0.56257,-0.37319,-0.73772,zhao_uCT_match
R,9,7,40.0,-45.61,0.53592,-0.44962,-0.71459,zhao_uCT_match
R,9,8,46.26,-43.65,0.50026,-0.52281,-0.69022,zhao_uCT_match
R,9,9,51.63,-41.69,0.46355,-0.58553,-0.66504,zhao_uCT_match
R,9,10,57.14,-39.03,0.42152,-0.65252,-0.62971,zhao_uCT_match
R,9,11,63.31,-36.34,0.36182,-0.71963,-0.59264,zhao_uCT_match
R,9,12,68.57,-33.83,0.30349,-0.77326,-0.55674,zhao_uCT_match
R,9,13,73.01,-31.97,0.24787,-0.81129,-0.52949,zhao_uCT_match
